Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
15:00:00	3.37	--	0	0	бРел
15:00:00	3.37	--	0	0	бРел
14:59:59	3.37	0.01	3948	1330476	бРел
14:59:54	3.36	--	20	6720	бТел
14:59:44	3.36	-0.01	96	32256	бТел
14:59:39	3.37	--	5570	1877090	бРел
14:59:29	3.37	--	30	10110	бРел
14:59:24	3.37	--	72	24264	бРел
14:59:18	3.37	--	73	24601	бРел
14:59:14	3.37	0.01	9	3033	бРел
14:59:09	3.36	-0.01	10	3360	бТел
14:59:03	3.37	0.01	2	674	бРел
14:58:59	3.36	--	40	13440	бТел
14:58:54	3.36	--	600	201600	бТел
14:58:48	3.36	--	52	17472	бТел
14:58:44	3.36	-0.01	141	47376	бТел
14:58:39	3.37	--	1	337	бРел
14:58:33	3.37	--	16	5392	бРел
14:58:29	3.37	--	22	7414	бРел
14:58:24	3.37	0.01	2002	674674	бРел
14:58:18	3.36	-0.01	1665	559440	бТел
14:58:14	3.37	--	117	39429	бРел
14:58:09	3.37	0.01	4	1348	бРел
14:58:03	3.36	--	107	35952	бТел
14:57:59	3.36	-0.01	70	23520	бТел
14:57:54	3.37	0.01	3	1011	бРел
14:57:48	3.36	--	23	7728	бТел
14:57:44	3.36	--	20	6720	бТел
14:57:39	3.36	--	2688	903168	бРел
14:57:33	3.36	--	545	183120	бРел
14:57:29	3.36	0.01	145	48720	бРел
14:57:24	3.35	-0.01	242	81070	бТел
14:57:18	3.36	--	9705	3261121	бРел
14:57:14	3.36	--	360	120960	бРел
14:57:09	3.36	--	205	68880	бРел
14:57:03	3.36	--	30	10080	бРел
14:56:59	3.36	--	57	19152	бРел
14:56:54	3.36	--	318	106848	бРел
14:56:48	3.36	--	2167	728112	бРел
14:56:44	3.36	--	3025	1016400	бРел
14:56:39	3.36	-0.01	5577	1873966	бТел
14:56:33	3.37	0.01	202	68074	бРел
14:56:24	3.36	--	10963	3683568	бТел
14:56:14	3.36	-0.01	483	162288	бТел
14:56:09	3.37	--	9384	3162408	бРел
14:56:03	3.37	0.01	374	126038	бРел
14:55:59	3.36	--	214	71904	бТел
14:55:54	3.36	--	5	1680	бТел
14:55:48	3.36	--	432	145152	бТел
14:55:44	3.36	-0.01	50	16800	бТел
14:55:39	3.37	--	1500	505500	бРел
14:55:33	3.37	0.01	370	124690	бРел
14:55:24	3.36	-0.01	40	13440	бТел
14:55:18	3.37	0.01	15	5055	бРел
14:55:14	3.36	--	25	8400	бТел
14:55:09	3.36	--	1060	356160	бТел
14:55:03	3.36	-0.01	26	8736	бТел
14:54:57	3.37	--	3050	1027850	бРел
14:54:48	3.37	0.01	184	62008	бРел
14:54:42	3.36	-0.01	401	134736	бТел
14:54:39	3.37	0.01	30	10110	бРел
14:54:33	3.36	--	336	112896	бТел
14:54:27	3.36	--	5	1680	бТел
14:54:23	3.36	--	1	336	бТел
14:54:18	3.36	--	56	18816	бТел
14:54:12	3.36	--	20	6720	бТел
14:54:08	3.36	--	1	336	бТел
14:54:03	3.36	--	872	292992	бТел
14:53:57	3.36	-0.01	2100	705600	бТел
14:53:48	3.37	--	61	20557	бРел
14:53:42	3.37	0.01	114	38418	бРел
14:53:38	3.36	--	1000	336000	бТел
14:53:33	3.36	--	107	35952	бТел
14:53:27	3.36	--	211	70896	бТел
14:53:23	3.36	--	4	1344	бТел
14:53:12	3.36	--	221	74256	бТел
14:53:03	3.36	--	1652	555072	бТел
14:52:57	3.36	-0.01	297	99792	бТел
14:52:42	3.37	0.01	137	46169	бРел
14:52:38	3.36	-0.01	268	90048	бТел
14:52:27	3.37	0.01	13	4381	бРел
14:52:23	3.36	-0.01	84	28224	бТел
14:52:08	3.37	0.01	1	337	бРел
14:52:03	3.36	--	158	53088	бТел
14:51:57	3.36	--	276	92736	бТел
14:51:38	3.36	--	1	336	бТел
14:51:33	3.36	--	299	100464	бТел
14:51:27	3.36	--	1509	507024	бТел
14:51:18	3.36	--	245	82320	бТел
14:51:12	3.36	-0.01	568	190848	бТел
14:51:08	3.37	--	1	337	бРел
14:51:03	3.37	0.01	291	98067	бРел
14:50:57	3.36	--	296	99456	бТел
14:50:42	3.36	-0.01	377	126672	бТел
14:50:33	3.37	--	2496	841152	бРел
14:50:23	3.37	0.01	20	6740	бРел
14:50:18	3.36	--	298	100128	бТел
14:50:12	3.36	--	74	24864	бТел
14:50:08	3.36	--	546	183456	бТел
14:50:03	3.36	--	50	16800	бТел
14:49:57	3.36	-0.01	111	37296	бТел
14:49:53	3.37	0.01	187	63019	бРел
14:49:48	3.36	--	4	1344	бТел
14:49:38	3.36	--	10	3360	бТел
14:49:33	3.36	-0.01	157	52752	бТел
14:49:27	3.37	0.01	316	106492	бРел
14:49:23	3.36	-0.01	24	8064	бТел
14:49:18	3.37	0.01	106	35722	бРел
14:49:12	3.36	--	20	6720	бТел
14:49:08	3.36	--	78	26208	бТел
14:49:03	3.36	--	2449	822864	бТел
14:48:57	3.36	--	146	49056	бТел
14:48:48	3.36	--	590	198240	бТел
14:48:42	3.36	--	4	1344	бТел
14:48:33	3.36	--	222	74592	бТел
14:48:21	3.36	--	1	336	бТел
14:48:18	3.36	--	62	20832	бТел
14:48:12	3.36	-0.01	130	43680	бТел
14:48:06	3.37	0.01	51	17187	бРел
14:48:03	3.36	--	13	4368	бТел
14:47:57	3.36	--	2480	833280	бТел
14:47:48	3.36	-0.01	446	149856	бТел
14:47:42	3.37	0.01	347	116939	бРел
14:47:36	3.36	--	20	6720	бТел
14:47:32	3.36	--	107	35952	бТел
14:47:27	3.36	--	116	38976	бТел
14:47:17	3.36	-0.01	163	54768	бТел
14:47:11	3.37	0.01	54	18198	бРел
14:47:06	3.36	--	146	49056	бТел
14:47:02	3.36	--	107	35952	бТел
14:46:57	3.36	--	107	35952	бТел
14:46:51	3.36	-0.01	12	4032	бТел
14:46:47	3.37	0.01	168	56616	бРел
14:46:42	3.36	-0.01	51	17136	бТел
14:46:36	3.37	--	1	337	бРел
14:46:27	3.37	--	30	10110	бРел
14:46:21	3.37	0.01	2967	999879	бРел
14:46:17	3.36	-0.01	1000	336000	бТел
14:46:12	3.37	--	238	80206	бРел
14:46:06	3.37	0.01	26	8762	бРел
14:46:02	3.36	--	111	37296	бТел
14:45:57	3.36	--	32	10752	бТел
14:45:51	3.36	--	175	58800	бТел
14:45:47	3.36	--	214	71904	бТел
14:45:42	3.36	--	996	334656	бТел
14:45:36	3.36	--	487	163632	бТел
14:45:32	3.36	--	107	35952	бТел
14:45:27	3.36	--	166	55776	бТел
14:45:21	3.36	--	1	336	бТел
14:45:17	3.36	-0.01	1	336	бТел
14:45:12	3.37	0.01	8	2696	бРел
14:45:06	3.36	--	582	195552	бТел
14:45:02	3.36	--	107	35952	бТел
14:44:56	3.36	--	13	4368	бТел
14:44:42	3.36	--	209	70224	бТел
14:44:36	3.36	--	20	6720	бТел
14:44:32	3.36	--	112	37632	бТел
14:44:21	3.36	--	5	1680	бТел
14:44:06	3.36	--	100	33600	бТел
14:44:02	3.36	--	132	44352	бТел
14:43:57	3.36	--	309	103824	бТел
14:43:51	3.36	--	3152	1059313	бРел
14:43:47	3.36	--	10000	3360000	бРел
14:43:42	3.36	0.01	408	137088	бРел
14:43:36	3.35	-0.01	237	79395	бТел
14:43:32	3.36	--	93	31248	бРел
14:43:27	3.36	--	117	39312	бРел
14:43:21	3.36	--	83	27888	бРел
14:43:11	3.36	--	25	8400	бРел
14:43:06	3.36	--	100	33600	бРел
14:42:57	3.36	0.01	1780	598080	бРел
14:42:51	3.35	-0.01	308	103180	бТел
14:42:47	3.36	0.01	20	6720	бРел
14:42:41	3.35	-0.01	1182	395970	бТел
14:42:36	3.36	0.01	501	168336	бРел
14:42:32	3.35	-0.01	107	35845	бТел
14:42:27	3.36	--	100	33600	бРел
14:42:21	3.36	--	74	24864	бРел
14:42:17	3.36	--	6	2016	бРел
14:42:12	3.36	--	412	138432	бРел
14:42:06	3.36	--	9	3024	бРел
14:42:02	3.36	--	21	7056	бРел
14:41:57	3.36	0.01	1122	376992	бРел
14:41:51	3.35	--	45	15075	бТел
14:41:45	3.35	-0.01	500	167500	бТел
14:41:42	3.36	--	128	43008	бРел
14:41:36	3.36	0.01	461	154896	бРел
14:41:30	3.35	--	107	35845	бТел
14:41:26	3.35	-0.01	28	9380	бТел
14:41:15	3.36	0.01	5	1680	бРел
14:41:11	3.35	--	51	17085	бТел
14:41:06	3.35	-0.01	368	123280	бТел
14:41:00	3.36	0.01	126	42336	бРел
14:40:56	3.35	-0.01	194	64990	бТел
14:40:51	3.36	0.01	19	6384	бРел
14:40:45	3.35	--	305	102175	бТел
14:40:41	3.35	-0.01	870	291450	бТел
14:40:36	3.36	0.01	156	52416	бРел
14:40:30	3.35	-0.01	806	270010	бТел
14:40:26	3.36	--	166	55776	бРел
14:40:21	3.36	--	352	118272	бРел
14:40:15	3.36	--	13	4368	бРел
14:40:06	3.36	0.01	68	22848	бРел
14:40:00	3.35	-0.01	2742	918570	бТел
14:39:56	3.36	0.01	1042	350112	бРел
14:39:51	3.35	-0.01	738	247230	бТел
14:39:45	3.36	--	42	14112	бРел
14:39:36	3.36	0.01	33	11088	бРел
14:39:30	3.35	-0.01	113	37855	бТел
14:39:26	3.36	0.01	5	1680	бРел
14:39:21	3.35	--	193	64655	бТел
14:39:15	3.35	--	158	52930	бТел
14:39:06	3.35	--	609	204015	бТел
14:39:00	3.35	--	111	37185	бТел
14:38:51	3.35	--	13	4355	бТел
14:38:45	3.35	-0.01	49	16448	бТел
14:38:41	3.36	--	38	12768	бРел
14:38:36	3.36	0.01	70	23520	бРел
14:38:26	3.35	-0.01	4	1340	бТел
14:38:15	3.36	0.01	457	153552	бРел
14:38:06	3.35	--	508	170180	бТел
14:38:00	3.35	-0.01	215	72025	бТел
14:37:56	3.36	0.01	15	5040	бРел
14:37:51	3.35	-0.01	66	22110	бТел
14:37:45	3.36	--	7	2352	бРел
14:37:36	3.36	--	77	25872	бРел
14:37:30	3.36	--	10	3360	бРел
14:37:26	3.36	0.01	1	336	бРел
14:37:15	3.35	-0.01	232	77720	бТел
14:37:06	3.36	0.01	208	69888	бРел
14:37:00	3.35	--	436	146060	бТел
14:36:56	3.35	-0.01	150	50250	бТел
14:36:51	3.36	0.01	201	67536	бРел
14:36:41	3.35	--	48	16080	бТел
14:36:36	3.35	--	65	21775	бТел
14:36:30	3.35	--	151	50585	бТел
14:36:26	3.35	-0.01	1472	493120	бТел
14:36:21	3.36	--	1	336	бРел
14:36:15	3.36	0.01	2	672	бРел
14:36:11	3.35	-0.01	326	109210	бТел
14:36:06	3.36	--	1295	435120	бРел
14:36:00	3.36	0.01	279	93744	бРел
14:35:56	3.35	-0.01	126	42210	бТел
14:35:51	3.36	--	31	10416	бРел
14:35:45	3.36	--	563	189168	бРел
14:35:40	3.36	--	14	4704	бРел
14:35:36	3.36	0.01	130	43680	бРел
14:35:30	3.35	--	150	50250	бТел
14:35:26	3.35	-0.01	28	9380	бТел
14:35:15	3.36	0.01	89	29904	бРел
14:35:09	3.35	-0.01	11	3685	бТел
14:35:05	3.36	0.01	99	33264	бРел
14:35:00	3.35	--	324	108540	бТел
14:34:54	3.35	--	2	670	бТел
14:34:45	3.35	-0.01	2191	733985	бТел
14:34:39	3.36	0.01	133	44688	бРел
14:34:30	3.35	--	137	45895	бТел
14:34:24	3.35	--	49	16415	бТел
14:34:20	3.35	--	2666	893110	бТел
14:34:15	3.35	-0.01	195	65325	бТел
14:34:09	3.36	0.01	3	1008	бРел
14:34:05	3.35	-0.01	4	1340	бТел
14:34:00	3.36	--	165	55440	бРел
14:33:54	3.36	--	358	120288	бРел
14:33:50	3.36	0.01	150	50400	бРел
14:33:45	3.35	-0.01	7	2345	бТел
14:33:39	3.36	0.01	81	27216	бРел
14:33:30	3.35	-0.01	795	266325	бТел
14:33:24	3.36	0.01	3000	1008000	бРел
14:33:20	3.35	--	73	24455	бТел
14:33:00	3.35	--	1241	415735	бТел
14:32:54	3.35	--	28	9380	бТел
14:32:50	3.35	-0.01	14	4690	бТел
14:32:45	3.36	--	347	116592	бРел
14:32:39	3.36	0.01	20	6720	бРел
14:32:35	3.35	-0.01	5	1675	бТел
14:32:30	3.36	0.01	4000	1344000	бРел
14:32:24	3.35	-0.01	304	101840	бТел
14:32:15	3.36	--	6	2016	бРел
14:32:09	3.36	0.01	21	7056	бРел
14:32:05	3.35	--	107	35845	бТел
14:32:00	3.35	--	107	35845	бТел
14:31:53	3.35	--	39	13065	бТел
14:31:50	3.35	--	73	24455	бТел
14:31:45	3.35	-0.01	223	74705	бТел
14:31:39	3.36	--	30	10080	бРел
14:31:24	3.36	--	292	98112	бРел
14:31:14	3.36	--	204	68544	бРел
14:31:09	3.36	--	110	36960	бРел
14:31:05	3.36	0.01	35	11760	бРел
14:31:00	3.35	--	111	37185	бТел
14:30:53	3.35	--	77	25795	бТел
14:30:50	3.35	--	3	1005	бТел
14:30:45	3.35	--	5	1675	бТел
14:30:39	3.35	-0.01	41	13735	бТел
14:30:35	3.36	0.01	251	84336	бРел
14:30:30	3.35	-0.01	157	52595	бТел
14:30:24	3.36	--	193	64848	бРел
14:30:15	3.36	--	418	140448	бРел
14:30:09	3.36	0.01	5	1680	бРел
14:30:00	3.35	-0.01	107	35845	бТел
14:29:54	3.36	--	91	30576	бРел
14:29:50	3.36	0.01	20	6720	бРел
14:29:45	3.35	-0.01	12	4020	бТел
14:29:39	3.36	0.01	112	37632	бРел
14:29:30	3.35	-0.01	137	45895	бТел
14:29:24	3.36	0.01	131	44016	бРел
14:29:20	3.35	-0.01	153	51255	бТел
14:29:15	3.36	--	393	132048	бРел
14:29:09	3.36	--	330	110880	бРел
14:29:00	3.36	0.01	108	36288	бРел
14:28:54	3.35	--	23	7705	бТел
14:28:45	3.35	-0.01	60	20100	бТел
14:28:39	3.36	--	33	11088	бРел
14:28:33	3.36	--	15	5040	бРел
14:28:29	3.36	--	41	13776	бРел
14:28:24	3.36	--	116	38976	бРел
14:28:18	3.36	--	1938	651168	бРел
14:28:14	3.36	--	204	68544	бРел
14:28:09	3.36	--	2	672	бРел
14:28:03	3.36	--	503	169008	бРел
14:27:59	3.36	0.01	5	1680	бРел
14:27:54	3.35	-0.01	11	3685	бТел
14:27:48	3.36	0.01	306	102816	бРел
14:27:44	3.35	-0.01	11	3685	бТел
14:27:39	3.36	0.01	126	42336	бРел
14:27:33	3.35	-0.01	54	18123	бТел
14:27:29	3.36	--	50	16800	бРел
14:27:23	3.36	--	1420	477120	бРел
14:27:17	3.36	--	97	32592	бРел
14:27:14	3.36	--	435	146160	бРел
14:27:09	3.36	--	192	64512	бРел
14:26:59	3.36	--	174	58464	бРел
14:26:54	3.36	--	664	223104	бРел
14:26:48	3.36	0.01	120	40320	бРел
14:26:44	3.35	-0.01	22	7370	бТел
14:26:39	3.36	--	38	12768	бРел
14:26:24	3.36	0.01	10	3360	бРел
14:26:18	3.35	--	279	93465	бТел
14:26:14	3.35	-0.01	31	10385	бТел
14:26:09	3.36	0.01	40	13440	бРел
14:26:03	3.35	--	555	185925	бТел
14:25:59	3.35	-0.01	50	16750	бТел
14:25:48	3.36	0.01	214	71904	бРел
14:25:44	3.35	-0.01	190	63650	бТел
14:25:33	3.36	0.01	10	3360	бРел
14:25:29	3.35	-0.01	1	335	бТел
