Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
15:00:00	16.94	--	0	0	бРел
15:00:00	16.94	--	160	271040	бРел
14:59:59	16.94	--	93	157542	бРел
14:59:56	16.94	--	235	398090	бРел
14:59:50	16.94	-0.01	2328	3943632	бТел
14:59:45	16.95	--	555	940725	бРел
14:59:41	16.95	0.01	341	577995	бРел
14:59:35	16.94	-0.01	745	1262030	бТел
14:59:30	16.95	0.01	99	167805	бРел
14:59:26	16.94	--	892	1511048	бТел
14:59:20	16.94	--	279	472626	бТел
14:59:15	16.94	--	9	15246	бТел
14:59:11	16.94	-0.01	312	528528	бТел
14:59:05	16.95	0.01	490	830550	бРел
14:59:01	16.94	--	33	55902	бРел
14:58:56	16.94	--	504	853776	бТел
14:58:50	16.94	--	430	728420	бТел
14:58:45	16.94	--	547	926618	бРел
14:58:41	16.94	--	1304	2208976	бТел
14:58:35	16.94	--	357	604758	бТел
14:58:30	16.94	--	298	504812	бТел
14:58:26	16.94	--	975	1651650	бТел
14:58:20	16.94	--	123	208362	бТел
14:58:15	16.94	0.01	143	242242	бРел
14:58:11	16.93	-0.01	261	441873	бТел
14:58:05	16.94	--	408	691152	бРел
14:58:00	16.94	0.01	421	713174	бРел
14:57:55	16.93	-0.01	919	1555867	бТел
14:57:50	16.94	--	399	675906	бРел
14:57:46	16.94	--	833	1411102	бРел
14:57:41	16.94	--	715	1211210	бРел
14:57:35	16.94	--	2097	3552318	бРел
14:57:30	16.94	--	61	103334	бРел
14:57:25	16.94	--	310	525140	бРел
14:57:20	16.94	--	235	398090	бРел
14:57:15	16.94	--	536	907984	бРел
14:57:10	16.94	--	211	357434	бРел
14:57:05	16.94	0.01	276	467544	бРел
14:57:00	16.93	--	267	452098	бТел
14:56:55	16.93	--	262	443566	бТел
14:56:50	16.93	--	112	189616	бТел
14:56:45	16.93	--	63	106659	бТел
14:56:40	16.93	0.01	525	889468	бРел
14:56:35	16.92	--	478	808776	бТел
14:56:30	16.92	-0.01	199	336708	бТел
14:56:25	16.93	--	1174	1987582	бРел
14:56:20	16.93	--	2279	3858347	бРел
14:56:15	16.93	--	148	250564	бРел
14:56:10	16.93	0.01	86	145598	бРел
14:56:05	16.92	--	452	764851	бТел
14:56:00	16.92	--	72	121824	бТел
14:55:54	16.92	0.01	1705	2884860	бРел
14:55:50	16.91	-0.01	668	1129588	бТел
14:55:45	16.92	--	385	651420	бТел
14:55:40	16.92	--	102	172584	бТел
14:55:35	16.92	--	674	1141626	бРел
14:55:30	16.92	--	143	241956	бРел
14:55:25	16.92	--	150	253800	бРел
14:55:20	16.92	--	286	483928	бРел
14:55:15	16.92	--	223	377316	бРел
14:55:10	16.92	--	111	187812	бРел
14:55:05	16.92	--	880	1489433	бТел
14:55:00	16.92	--	96	163650	бТел
14:54:55	16.92	-0.01	687	1162404	бТел
14:54:50	16.93	0.01	2025	3429831	бРел
14:54:45	16.92	-0.01	29	49068	бТел
14:54:40	16.93	--	76	128668	бРел
14:54:35	16.93	0.01	157	265801	бРел
14:54:30	16.92	-0.01	822	1390824	бТел
14:54:25	16.93	--	678	1147854	бРел
14:54:20	16.93	--	405	685665	бРел
14:54:14	16.93	--	276	467268	бРел
14:54:10	16.93	0.01	550	931150	бРел
14:54:05	16.92	-0.01	172	292242	бТел
14:53:59	16.93	--	117	198081	бРел
14:53:55	16.93	--	87	147291	бРел
14:53:50	16.93	--	37	62641	бРел
14:53:44	16.93	-0.01	383	648419	бТел
14:53:39	16.94	0.01	65	110110	бРел
14:53:35	16.93	--	254	430022	бТел
14:53:29	16.93	--	22	37246	бТел
14:53:24	16.93	--	76	128668	бТел
14:53:20	16.93	--	219	370767	бРел
