Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
15:00:00	3.64	--	0	0	бРел
15:00:00	3.64	0.01	0	0	бРел
14:59:59	3.63	--	463	168069	бТел
14:59:53	3.63	--	1327	481701	бТел
14:59:48	3.63	--	361	131043	бТел
14:59:43	3.63	--	1181	428703	бТел
14:59:38	3.63	-0.01	2263	821548	бТел
14:59:33	3.64	0.01	8591	3127124	бРел
14:59:29	3.63	--	3395	1232385	бТел
14:59:23	3.63	--	5996	2176548	бТел
14:59:18	3.63	-0.01	4323	1569249	бТел
14:59:14	3.64	0.01	5141	1871324	бРел
14:59:08	3.63	--	3307	1200441	бТел
14:59:03	3.63	-0.01	113	41019	бТел
14:58:59	3.64	0.01	1769	643916	бРел
14:58:53	3.63	-0.01	725	263175	бТел
14:58:48	3.64	--	39	14196	бРел
14:58:44	3.64	--	2046	744962	бРел
14:58:38	3.64	--	2583	940212	бРел
14:58:33	3.64	--	480	174720	бРел
14:58:29	3.64	--	457	166348	бРел
14:58:23	3.64	--	1125	409500	бРел
14:58:18	3.64	--	817	297388	бРел
14:58:14	3.64	--	1973	718172	бТел
14:58:08	3.64	--	4436	1614704	бТел
14:58:03	3.64	--	2574	936936	бРел
14:57:58	3.64	--	474	172536	бРел
14:57:53	3.64	0.01	633	230412	бРел
14:57:48	3.63	-0.01	114	41382	бТел
14:57:43	3.64	--	801	291564	бРел
14:57:38	3.64	-0.01	439	159796	жпптел
14:57:33	3.65	0.01	1386	505890	бРел
14:57:28	3.64	0.01	10205	3714620	бРел
14:57:23	3.63	-0.02	8615	3127539	бТел
14:57:18	3.65	0.01	2030	740950	бРел
14:57:13	3.64	0.01	15146	5513144	бРел
14:57:08	3.63	--	1387	503481	бТел
14:57:03	3.63	-0.01	977	354651	бТел
14:56:58	3.64	0.01	10659	3879876	бРел
14:56:53	3.63	--	489	177507	бТел
14:56:48	3.63	-0.01	20	7260	бТел
14:56:43	3.64	0.01	11820	4302480	бРел
14:56:38	3.63	--	3920	1423068	бТел
14:56:33	3.63	-0.01	193	70059	бТел
14:56:28	3.64	0.01	10481	3815084	бРел
14:56:23	3.63	--	732	265788	бТел
14:56:18	3.63	-0.01	255	92565	бТел
14:56:13	3.64	0.01	4477	1629919	бРел
14:56:08	3.63	--	619	224697	бРел
14:56:03	3.63	--	221	80223	бРел
14:55:58	3.63	-0.01	7661	2781015	бТел
14:55:53	3.64	--	3630	1321320	бРел
14:55:48	3.64	--	290	105560	бРел
14:55:43	3.64	0.01	2091	761415	бРел
14:55:38	3.63	--	639	231957	бТел
14:55:33	3.63	--	645	234135	бТел
14:55:28	3.63	-0.01	631	229053	бТел
14:55:23	3.64	0.01	1434	521976	бРел
14:55:18	3.63	-0.01	1848	670824	бТел
14:55:13	3.64	0.01	602	219128	бРел
14:55:08	3.63	-0.02	3781	1372753	бТел
14:55:03	3.65	0.01	1832	668680	бРел
14:54:57	3.64	--	683	248612	бТел
14:54:53	3.64	-0.01	1149	418236	бТел
14:54:48	3.65	0.01	347	126655	бРел
14:54:42	3.64	--	2335	850238	бТел
14:54:38	3.64	--	1782	648648	бТел
14:54:33	3.64	--	270	98280	бТел
14:54:27	3.64	--	568	206752	бТел
14:54:23	3.64	--	1003	365092	бТел
14:54:18	3.64	--	3965	1443369	бТел
14:54:12	3.64	0.01	5839	2125465	бРел
14:54:08	3.63	--	926	336138	бРел
14:54:03	3.63	-0.01	403	146289	бРел
14:53:57	3.64	0.01	10416	3791424	бРел
14:53:52	3.63	--	357	129591	бТел
14:53:48	3.63	--	1972	716133	бРел
14:53:42	3.63	--	1061	385143	бТел
14:53:38	3.63	--	10134	3678642	бРел
14:53:32	3.63	--	743	269709	бРел
14:53:27	3.63	--	10620	3855060	бРел
14:53:23	3.63	-0.01	646	234498	бТел
14:53:17	3.64	0.01	1473	536299	бРел
14:53:12	3.63	--	347	125961	бТел
14:53:08	3.63	-0.01	483	175329	бТел
14:53:02	3.64	0.01	3782	1376648	бРел
14:52:57	3.63	--	285	103455	бТел
14:52:53	3.63	--	25536	9269803	бРел
14:52:47	3.63	0.01	1707	619938	бРел
14:52:42	3.62	--	293	106066	бТел
14:52:38	3.62	-0.01	102	36924	бТел
14:52:32	3.63	--	1488	540456	бРел
14:52:27	3.63	--	40	14520	бРел
14:52:23	3.63	--	3653	1326166	бТел
14:52:17	3.63	--	4161	1510443	бТел
14:52:12	3.63	--	746	270798	бТел
14:52:07	3.63	--	1355	491865	бТел
14:52:02	3.63	--	1417	514371	бТел
14:51:57	3.63	-0.01	188	68244	бТел
14:51:53	3.64	0.01	1010	367640	бРел
14:51:47	3.63	--	2854	1036303	бТел
14:51:42	3.63	--	1044	378972	бТел
14:51:37	3.63	--	1946	706398	бТел
14:51:32	3.63	--	3187	1156881	бТел
14:51:27	3.63	--	685	248655	бТел
14:51:22	3.63	--	4016	1457808	бТел
14:51:17	3.63	--	581	210903	бТел
14:51:12	3.63	-0.01	3158	1146354	бТел
14:51:07	3.64	--	926	337064	бРел
14:51:02	3.64	0.01	840	305760	бРел
14:50:57	3.63	--	592	214896	бТел
14:50:52	3.63	--	2293	832602	бТел
14:50:47	3.63	-0.01	1201	436017	бТел
14:50:42	3.64	--	281	102284	бРел
14:50:37	3.64	--	392	142688	бРел
14:50:32	3.64	--	595	216580	бРел
14:50:27	3.64	-0.01	3732	1358779	бТел
14:50:22	3.65	0.01	5122	1869530	бРел
14:50:17	3.64	-0.01	1234	449176	бТел
14:50:12	3.65	0.01	168	61320	бРел
14:50:07	3.64	-0.01	232	84448	бТел
14:50:02	3.65	0.01	161	58765	бРел
14:49:57	3.64	--	11177	4068573	бТел
14:49:52	3.64	-0.01	2686	977853	бТел
14:49:47	3.65	--	9795	3575277	бРел
14:49:42	3.65	0.01	2532	924180	бРел
14:49:37	3.64	-0.01	1416	515424	бТел
14:49:32	3.65	0.01	10731	3916815	бРел
14:49:27	3.64	-0.01	69	25116	бТел
14:49:22	3.65	--	477	174105	бРел
14:49:17	3.65	--	15113	5516245	бРел
14:49:12	3.65	--	986	359890	бРел
14:49:07	3.65	--	999	364635	бРел
14:49:02	3.65	--	3182	1161430	бРел
14:48:57	3.65	--	10302	3760230	бРел
14:48:52	3.65	--	6925	2527661	бТел
14:48:47	3.65	--	13810	5040650	бТел
14:48:42	3.65	--	1474	538010	бТел
14:48:36	3.65	--	3796	1385540	бТел
14:48:32	3.65	--	29533	10779873	бРел
14:48:27	3.65	0.01	1260	459900	бРел
14:48:21	3.64	--	31204	11358256	бТел
14:48:17	3.64	--	2422	881608	бТел
14:48:12	3.64	--	1775	646100	бТел
14:48:06	3.64	--	376	136864	бРел
14:48:01	3.64	0.01	307	111748	бРел
14:47:57	3.63	--	1899	689620	бТел
14:47:51	3.63	-0.01	300	109096	бТел
14:47:47	3.64	0.01	34691	12627771	бРел
14:47:42	3.63	--	782	283866	бТел
14:47:36	3.63	--	642	233046	бТел
14:47:32	3.63	0.01	5077	1842951	бРел
14:47:26	3.62	--	12809	4636858	бТел
14:47:21	3.62	--	48	17376	бТел
14:47:17	3.62	--	6031	2183222	бТел
14:47:11	3.62	-0.01	11229	4064898	бТел
14:47:06	3.63	--	70	25410	бРел
14:47:02	3.63	--	280	101640	бРел
14:46:56	3.63	0.01	11857	4304207	бРел
14:46:51	3.62	--	2542	920204	бТел
14:46:47	3.62	-0.01	10414	3770193	бТел
14:46:41	3.63	--	515	186945	бРел
14:46:36	3.63	--	234	84942	бРел
14:46:31	3.63	0.01	3038	1102794	бРел
14:46:26	3.62	--	783	283446	бТел
14:46:21	3.62	-0.01	281	101722	бТел
14:46:17	3.63	0.01	519	188397	бРел
14:46:11	3.62	--	2897	1048714	бТел
14:46:06	3.62	--	2533	917127	бТел
14:46:02	3.62	-0.01	461	166882	бТел
14:45:56	3.63	0.01	3727	1353049	бРел
14:45:51	3.62	-0.01	365	132130	бТел
14:45:46	3.63	--	2758	1001154	бРел
14:45:41	3.63	--	210	76230	бРел
14:45:36	3.63	--	75	27225	бРел
14:45:31	3.63	--	244	88572	бРел
14:45:26	3.63	0.01	875	317625	бРел
14:45:21	3.62	--	361	130682	бТел
14:45:16	3.62	--	403	145886	бТел
14:45:11	3.62	--	587	212494	бТел
14:45:06	3.62	--	237	85794	бТел
14:45:01	3.62	--	1859	673247	бТел
14:44:56	3.62	-0.01	436	158027	бТел
14:44:51	3.63	--	177	64251	бРел
14:44:46	3.63	0.02	320	116160	бРел
14:44:41	3.61	-0.02	324	116964	бТел
14:44:36	3.63	--	257	93291	бРел
14:44:31	3.63	0.02	177	64374	бРел
14:44:26	3.61	-0.01	2928	1057246	бТел
14:44:21	3.62	--	2570	930340	бТел
14:44:16	3.62	-0.01	1144	414128	бТел
14:44:11	3.63	0.01	167	60621	бРел
14:44:06	3.62	-0.01	110	39820	бТел
14:44:01	3.63	0.01	1930	700713	бРел
14:43:56	3.62	--	589	213218	бТел
14:43:51	3.62	-0.01	376	136112	бТел
14:43:46	3.63	0.01	1555	564465	бРел
14:43:41	3.62	--	2313	837306	бТел
14:43:36	3.62	-0.01	315	114030	бТел
14:43:31	3.63	0.01	2819	1023297	бРел
14:43:26	3.62	--	1746	632052	бРел
14:43:21	3.62	--	139	50318	бРел
14:43:16	3.62	-0.01	180	65160	бРел
14:43:11	3.63	0.01	10081	3659403	бРел
14:43:06	3.62	--	117	42354	бРел
14:43:01	3.62	--	1634	591508	бТел
14:42:56	3.62	-0.01	10989	3978018	бТел
14:42:51	3.63	0.01	2569	932547	бРел
14:42:46	3.62	-0.01	780	282360	бТел
14:42:41	3.63	--	1083	393129	бРел
14:42:36	3.63	0.01	683	247929	бРел
14:42:31	3.62	--	4006	1450172	бТел
14:42:26	3.62	--	473	171226	бТел
14:42:21	3.62	--	2059	745358	бТел
14:42:15	3.62	0.01	176	63712	бРел
14:42:11	3.61	-0.02	2854	1030294	бТел
14:42:06	3.63	0.01	1894	687634	бРел
14:42:00	3.62	--	53	19186	бТел
14:41:56	3.62	--	274	99188	бТел
14:41:51	3.62	--	526	190412	бТел
14:41:45	3.62	--	236	85432	бТел
14:41:40	3.62	--	684	247608	бТел
14:41:36	3.62	--	504	182448	бТел
14:41:30	3.62	-0.01	145	52490	бТел
14:41:26	3.63	--	379	137577	бРел
14:41:20	3.63	0.01	3322	1205886	бРел
14:41:15	3.62	--	844	305528	бТел
14:41:11	3.62	--	179	64798	бТел
14:41:05	3.62	--	4647	1682355	бТел
14:41:00	3.62	0.01	1904	689248	бРел
14:40:55	3.61	-0.01	329	118769	бТел
14:40:50	3.62	0.01	414	149868	бРел
14:40:45	3.61	--	276	99636	бТел
14:40:41	3.61	-0.01	926	334286	бТел
14:40:35	3.62	0.01	3263	1181206	бРел
14:40:30	3.61	-0.01	1922	693842	бТел
14:40:26	3.62	0.01	327	118374	бРел
14:40:20	3.61	-0.01	10124	3654764	бТел
14:40:15	3.62	0.01	2632	952784	бРел
14:40:11	3.61	-0.01	688	248368	бТел
14:40:05	3.62	--	15245	5518990	бТел
14:40:00	3.62	--	10	3620	бТел
14:39:55	3.62	--	4822	1745564	бТел
14:39:50	3.62	--	4135	1496931	бРел
14:39:45	3.62	0.01	762	275844	бРел
14:39:40	3.61	-0.01	418	150898	бТел
14:39:35	3.62	0.01	10316	3734392	бРел
14:39:30	3.61	--	1400	505400	бТел
14:39:25	3.61	--	1096	395656	бТел
14:39:20	3.61	--	1457	525977	бТел
14:39:15	3.61	0.01	44	15884	жпптел
14:39:10	3.6	-0.01	11551	4158478	бТел
14:39:05	3.61	0.01	165	59565	бРел
14:39:00	3.6	-0.01	20	7200	бТел
14:38:55	3.61	--	397	143317	бРел
14:38:50	3.61	0.01	407	146927	бРел
14:38:45	3.6	-0.01	1343	483480	бТел
14:38:40	3.61	--	112	40432	бРел
14:38:35	3.61	0.01	196	70756	бРел
14:38:30	3.6	-0.01	90	32400	бТел
14:38:25	3.61	0.01	3226	1164586	бРел
14:38:20	3.6	--	55	19800	бТел
14:38:15	3.6	--	463	166680	бТел
14:38:10	3.6	--	1673	602413	бТел
14:38:05	3.6	-0.01	407	146826	бТел
14:38:00	3.61	0.01	52	18772	бРел
14:37:55	3.6	--	321	115560	бТел
14:37:50	3.6	-0.01	25	9000	бТел
14:37:45	3.61	--	259	93499	бРел
14:37:40	3.61	0.01	149	53789	бРел
14:37:35	3.6	-0.01	239	86191	бТел
14:37:30	3.61	0.01	41	14801	бРел
14:37:25	3.6	-0.01	196	70560	бТел
14:37:20	3.61	--	72	25992	бРел
14:37:15	3.61	--	134	48374	бРел
14:37:10	3.61	--	1898	685474	бТел
14:37:05	3.61	--	10282	3712105	бТел
14:37:00	3.61	-0.01	90	32490	бТел
14:36:55	3.62	--	436	157832	бРел
14:36:50	3.62	--	1243	449966	бРел
14:36:45	3.62	--	180	65160	бРел
14:36:40	3.62	0.01	113	40906	бРел
14:36:35	3.61	--	359	129599	бТел
14:36:30	3.61	--	310	111910	бТел
14:36:25	3.61	--	736	265775	бТел
14:36:19	3.61	--	664	239873	бТел
14:36:15	3.61	--	1413	510403	бТел
14:36:05	3.61	-0.01	320	115826	бТел
14:36:00	3.62	--	241	87242	бРел
14:35:54	3.62	--	125	45250	бРел
14:35:49	3.62	--	91	32942	бРел
14:35:45	3.62	0.01	696	251952	бРел
14:35:39	3.61	-0.01	33	11913	бТел
14:35:35	3.62	--	124	44888	бРел
14:35:30	3.62	--	178	64436	бРел
14:35:24	3.62	0.01	141	51042	бРел
14:35:19	3.61	--	1785	644691	бТел
14:35:14	3.61	-0.01	392	141706	бТел
14:35:09	3.62	0.01	112	40544	бРел
14:35:04	3.61	-0.01	174	63120	бТел
14:34:59	3.62	--	153	55386	бРел
14:34:54	3.62	0.01	243	87966	бРел
14:34:49	3.61	-0.01	91	32851	бТел
14:34:44	3.62	--	288	104256	бРел
14:34:39	3.62	0.01	36	13032	бРел
14:34:34	3.61	-0.01	460	166060	бТел
14:34:29	3.62	--	29	10498	бРел
14:34:24	3.62	--	352	127424	бРел
14:34:19	3.62	--	21	7793	бРел
14:34:14	3.62	--	1818	658119	бРел
14:34:09	3.62	0.01	30	10860	бРел
14:34:04	3.61	-0.01	460	166366	бТел
14:33:59	3.62	--	759	274758	бРел
14:33:54	3.62	0.01	302	109324	бРел
14:33:49	3.61	-0.01	139	50179	бТел
14:33:44	3.62	0.01	817	295754	бРел
14:33:39	3.61	--	78	28158	бТел
14:33:34	3.61	--	304	109744	бТел
14:33:29	3.61	-0.01	147	53067	бТел
14:33:24	3.62	0.01	10340	3743080	бРел
14:33:19	3.61	-0.01	44	16078	бТел
14:33:14	3.62	--	172	62568	бРел
