Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
15:00:00	5.4	--	0	0	бТел
15:00:00	5.4	--	0	0	бТел
15:00:00	5.4	-0.01	31	16740	бТел
14:59:58	5.41	0.01	155	83855	бРел
14:59:53	5.4	-0.01	232	125280	бТел
14:59:47	5.41	--	44	23804	бРел
14:59:43	5.41	--	28	15148	бРел
14:59:38	5.41	0.01	246	133086	бРел
14:59:32	5.4	-0.01	44	23760	бРел
14:59:28	5.41	--	1959	1059819	бРел
14:59:23	5.41	0.01	236	127676	бРел
14:59:17	5.4	-0.01	73	39420	бТел
14:59:13	5.41	--	125	67625	бРел
14:59:08	5.41	--	52	28132	бРел
14:59:02	5.41	--	82	44362	бРел
14:58:58	5.41	-0.01	383	207203	бТел
14:58:53	5.42	0.01	544	294848	бРел
14:58:47	5.41	-0.01	3072	1661952	бТел
14:58:43	5.42	--	313	169646	бРел
14:58:38	5.42	--	138	74796	бРел
14:58:32	5.42	--	198	107316	бРел
14:58:28	5.42	--	138	74796	бРел
14:58:23	5.42	--	372	201624	бРел
14:58:17	5.42	--	317	171814	бРел
14:58:13	5.42	--	82	44444	бРел
14:58:08	5.42	--	364	197288	бРел
14:58:02	5.42	--	60	32520	бРел
14:57:58	5.42	0.01	56	30352	бРел
14:57:53	5.41	--	104	56264	бТел
14:57:47	5.41	--	10	5410	бТел
14:57:43	5.41	--	401	216941	бТел
14:57:38	5.41	--	28	15148	бТел
14:57:32	5.41	-0.01	38	20558	бТел
14:57:28	5.42	--	204	110568	бРел
14:57:23	5.42	0.01	234	126828	бРел
14:57:17	5.41	--	185	100085	бТел
14:57:11	5.41	--	25	13525	бТел
14:57:07	5.41	--	536	289976	бТел
14:57:02	5.41	0.02	4724	2555684	бРел
14:56:56	5.39	-0.01	35	18865	бТел
14:56:52	5.4	0.01	133	71820	бРел
14:56:47	5.39	--	207	111573	бТел
14:56:41	5.39	--	229	123430	бТел
14:56:37	5.39	--	4373	2357047	бРел
14:56:32	5.39	--	155	83545	бРел
14:56:26	5.39	--	151	81389	бРел
14:56:22	5.39	--	229	123430	бРел
14:56:17	5.39	-0.01	1553	837067	бТел
14:56:11	5.4	--	81	43740	бТел
14:56:07	5.4	0.01	457	246780	бРел
14:56:02	5.39	-0.01	1138	613382	бТел
14:55:56	5.4	0.01	50	27000	бРел
14:55:52	5.39	-0.01	230	123969	бТел
14:55:47	5.4	--	1404	758160	бРел
14:55:41	5.4	0.01	11	5940	бРел
14:55:37	5.39	--	236	127203	бТел
14:55:32	5.39	--	110	59290	бТел
14:55:26	5.39	-0.01	307	165473	бТел
14:55:22	5.4	0.01	229	123660	бРел
14:55:17	5.39	--	298	160622	бТел
14:55:11	5.39	-0.01	66	35574	бТел
14:55:07	5.4	0.01	133	71820	бРел
