Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
15:00:00	5.65	--	0	0	бТел
15:00:00	5.65	--	2	1130	бТел
14:59:59	5.65	--	4	2260	бТел
14:59:57	5.65	--	720	406800	бРел
14:59:51	5.65	--	179	101135	бРел
14:59:47	5.65	--	106	59890	бРел
14:59:42	5.65	--	178	100570	бРел
14:59:36	5.65	--	420	237300	бРел
14:59:32	5.65	--	846	477990	бРел
14:59:27	5.65	--	221	124865	бРел
14:59:21	5.65	0.01	20	11300	бРел
14:59:17	5.64	-0.01	290	163560	бТел
14:59:12	5.65	--	259	146335	бРел
14:59:06	5.65	0.01	3	1695	бРел
14:59:02	5.64	-0.01	9	5076	бТел
14:58:57	5.65	--	82	46330	бРел
14:58:47	5.65	--	164	92660	бРел
14:58:41	5.65	--	283	159895	бТел
14:58:36	5.65	0.01	228	128820	бРел
14:58:31	5.64	-0.01	269	151716	бТел
14:58:26	5.65	0.01	184	103960	бРел
14:58:21	5.64	-0.01	1093	616452	бТел
14:58:17	5.65	--	118	66670	бРел
14:58:11	5.65	--	229	129385	бРел
14:58:06	5.65	0.01	26	14690	бРел
14:58:01	5.64	-0.01	90	50760	бТел
14:57:56	5.65	0.01	314	177410	бРел
14:57:51	5.64	-0.01	193	108852	бТел
14:57:46	5.65	0.01	2	1130	бРел
14:57:41	5.64	-0.01	405	228420	бТел
14:57:36	5.65	0.01	335	189275	бРел
14:57:31	5.64	-0.01	40	22560	бТел
14:57:26	5.65	--	324	183060	бРел
14:57:21	5.65	--	32	18080	бРел
14:57:16	5.65	--	29	16385	бРел
14:57:11	5.65	0.01	144	81360	бРел
14:57:06	5.64	-0.01	448	252672	бТел
14:57:01	5.65	--	2	1130	бРел
14:56:56	5.65	--	444	250860	бРел
14:56:51	5.65	0.01	220	124300	бРел
14:56:46	5.64	-0.01	2	1128	бТел
14:56:41	5.65	0.01	1236	698340	бРел
14:56:36	5.64	--	18	10152	бТел
14:56:31	5.64	--	81	45684	бТел
14:56:26	5.64	--	165	93060	бТел
14:56:21	5.64	-0.01	147	82908	бТел
14:56:16	5.65	0.01	265	149725	бРел
14:56:11	5.64	--	101	56964	бТел
14:56:06	5.64	-0.01	14	7896	бТел
14:56:01	5.65	--	5	2825	бРел
14:55:56	5.65	--	105	59325	бРел
14:55:51	5.65	0.01	308	174020	бРел
14:55:46	5.64	--	10	5640	бТел
14:55:41	5.64	-0.01	146	82344	бТел
14:55:36	5.65	--	5	2825	бРел
14:55:31	5.65	--	50	28250	бРел
14:55:26	5.65	--	1	565	бРел
14:55:21	5.65	--	617	348605	бТел
14:55:16	5.65	--	30	16950	бТел
14:55:11	5.65	-0.01	426	240690	бТел
14:55:06	5.66	0.01	250	141500	бРел
14:55:01	5.65	--	490	276850	бРел
14:54:56	5.65	--	306	172890	бРел
14:54:51	5.65	--	145	81925	бРел
14:54:45	5.65	--	236	133340	бРел
14:54:41	5.65	0.01	311	175715	бРел
14:54:36	5.64	-0.01	118	66552	бТел
14:54:30	5.65	--	446	251990	бТел
14:54:26	5.65	--	192	108480	бТел
14:54:21	5.65	--	152	85880	бТел
14:54:15	5.65	--	15	8475	бТел
14:54:11	5.65	--	1822	1029430	бРел
14:54:06	5.65	--	4	2260	бРел
14:54:00	5.65	0.01	20	11300	бРел
14:53:56	5.64	-0.01	1099	619836	бТел
14:53:51	5.65	--	992	560480	бТел
14:53:45	5.65	--	148	83620	бТел
14:53:41	5.65	--	160	90400	бТел
14:53:36	5.65	--	168	94920	бРел
14:53:30	5.65	--	20	11300	бРел
14:53:26	5.65	--	114	64410	бРел
14:53:21	5.65	-0.01	530	299450	бРел
14:53:15	5.66	0.01	15	8490	бРел
14:53:11	5.65	--	5967	3371360	бТел
14:53:06	5.65	--	362	204530	бТел
14:53:00	5.65	--	136	76840	бТел
14:52:56	5.65	--	33	18645	бТел
14:52:51	5.65	--	58	32770	бТел
14:52:45	5.65	--	11	6215	бТел
14:52:41	5.65	--	115	64975	бТел
14:52:36	5.65	-0.01	1598	902870	бТел
14:52:30	5.66	--	405	229230	бРел
14:52:26	5.66	0.01	7	3962	бРел
14:52:21	5.65	--	27	15255	бТел
14:52:15	5.65	-0.01	28	15820	бТел
14:52:11	5.66	0.01	145	82070	бРел
14:52:06	5.65	--	63	35595	бТел
14:52:00	5.65	--	30	16950	бТел
14:51:56	5.65	-0.01	57	32205	бТел
14:51:50	5.66	0.01	9	5094	бРел
14:51:45	5.65	-0.01	28	15820	бТел
14:51:41	5.66	0.01	59	33394	бРел
14:51:35	5.65	--	122	68930	бТел
14:51:30	5.65	--	295	166675	бТел
14:51:25	5.65	--	175	98875	бТел
14:51:20	5.65	--	40	22600	бТел
14:51:15	5.65	--	770	435050	бТел
14:51:05	5.65	--	58	32770	бТел
14:51:00	5.65	--	39	22035	бТел
14:50:55	5.65	--	22	12430	бТел
14:50:50	5.65	--	195	110175	бТел
14:50:45	5.65	--	47	26555	бТел
14:50:35	5.65	--	610	344650	бТел
14:50:25	5.65	--	122	68930	бТел
14:50:20	5.65	--	25	14125	бТел
14:50:15	5.65	--	121	68365	бТел
14:50:10	5.65	-0.01	28	15820	бТел
14:50:05	5.66	0.01	12	6792	бРел
14:50:00	5.65	-0.01	40	22600	бТел
14:49:55	5.66	0.01	1529	865414	бРел
14:49:50	5.65	--	20	11300	бТел
14:49:45	5.65	--	67	37855	бТел
14:49:40	5.65	--	10	5650	бТел
14:49:35	5.65	--	15	8475	бТел
14:49:30	5.65	-0.01	6	3390	бТел
14:49:25	5.66	0.01	31	17546	бРел
14:49:20	5.65	--	255	144075	бТел
14:49:15	5.65	--	111	62715	бТел
14:49:05	5.65	--	147	83055	бТел
14:49:00	5.65	--	509	287585	бТел
14:48:54	5.65	-0.01	92	51980	бТел
14:48:50	5.66	0.01	519	293754	бРел
14:48:45	5.65	--	371	209615	бТел
14:48:39	5.65	--	13	7345	бТел
14:48:35	5.65	--	860	485900	бТел
14:48:30	5.65	--	1366	771790	бТел
