Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
15:00:00	3.48	--	0	0	бТел
15:00:00	3.48	--	0	0	бТел
14:59:59	3.48	-0.01	163	56724	бТел
14:59:53	3.49	0.01	329	115100	бРел
14:59:47	3.48	--	413	143730	бРел
14:59:44	3.48	0.01	388	135024	бРел
14:59:38	3.47	-0.01	320	111040	бТел
14:59:32	3.48	--	25	8700	бРел
14:59:29	3.48	--	736	256128	бРел
14:59:23	3.48	0.01	4511	1569828	бРел
14:59:17	3.47	-0.01	263	91261	бТел
14:59:14	3.48	-0.01	3123	1087145	бТел
14:59:08	3.49	--	5131	1790719	бРел
14:59:02	3.49	--	1367	477083	бРел
14:58:59	3.49	0.01	78	27222	бРел
14:58:53	3.48	-0.01	162	56376	бТел
14:58:47	3.49	0.01	96	33504	бРел
14:58:44	3.48	--	784	272832	бТел
14:58:38	3.48	-0.01	3794	1320312	бТел
14:58:32	3.49	0.01	36	12564	бРел
14:58:29	3.48	-0.01	113	39324	бТел
14:58:23	3.49	--	112	39088	бРел
14:58:17	3.49	--	273	95277	бРел
14:58:13	3.49	--	1270	443230	бРел
14:58:08	3.49	--	678	236622	бРел
14:58:02	3.49	0.01	334	116569	бРел
14:57:58	3.48	-0.01	100	34800	бТел
14:57:53	3.49	--	470	164030	бРел
14:57:47	3.49	--	39	13611	бРел
14:57:43	3.49	--	437	152513	бРел
14:57:38	3.49	--	587	204863	бРел
14:57:32	3.49	--	372	129828	бРел
14:57:28	3.49	--	145	50605	бРел
14:57:23	3.49	0.01	206	71894	бРел
14:57:17	3.48	-0.01	34	11835	бТел
14:57:13	3.49	--	293	102257	бРел
14:57:08	3.49	0.01	301	105049	бРел
14:57:02	3.48	-0.01	201	69948	бТел
14:56:58	3.49	--	295	102955	бРел
14:56:53	3.49	--	3866	1349234	бРел
14:56:47	3.49	--	5045	1760705	бРел
14:56:43	3.49	--	8128	2836672	бРел
14:56:38	3.49	--	511	178339	бРел
14:56:32	3.49	--	90	31410	бРел
14:56:28	3.49	--	1582	552118	бРел
14:56:23	3.49	--	138	48162	бРел
14:56:17	3.49	--	68	23732	бРел
14:56:13	3.49	--	67	23383	бРел
14:56:08	3.49	--	466	162634	бРел
14:56:02	3.49	0.01	2223	775827	бРел
14:55:58	3.48	-0.01	1866	649368	бТел
14:55:53	3.49	--	144	50256	бРел
14:55:47	3.49	0.01	112	39088	бРел
14:55:43	3.48	-0.01	14	4872	бТел
14:55:38	3.49	0.01	267	93183	бРел
14:55:32	3.48	-0.01	387	134676	бТел
14:55:28	3.49	--	358	124942	бРел
14:55:23	3.49	--	298	104002	бРел
14:55:17	3.49	--	1506	525594	бРел
14:55:13	3.49	--	219	76431	бРел
14:55:08	3.49	--	10345	3610405	бРел
14:55:02	3.49	--	379	132271	бРел
14:54:56	3.49	0.01	248	86552	бРел
14:54:53	3.48	--	735	255780	бТел
14:54:47	3.48	--	685	238380	бТел
14:54:41	3.48	-0.01	1063	369924	бТел
14:54:38	3.49	0.01	100	34900	бРел
14:54:32	3.48	--	338	117624	бТел
14:54:26	3.48	--	43	14964	бТел
14:54:23	3.48	-0.01	85	29580	бТел
14:54:17	3.49	0.01	350	122150	бРел
14:54:11	3.48	--	20	6960	бТел
14:54:08	3.48	--	7140	2484720	бТел
14:54:02	3.48	-0.01	402	139896	бТел
14:53:56	3.49	0.01	258	90042	бРел
14:53:53	3.48	--	9039	3145572	бТел
14:53:47	3.48	--	192	66816	бТел
14:53:38	3.48	0.01	2001	696351	бРел
14:53:32	3.47	-0.01	835	289745	бТел
14:53:26	3.48	--	1143	397764	бРел
14:53:23	3.48	--	1150	400200	бРел
14:53:17	3.48	--	1425	495900	бРел
14:53:11	3.48	--	1333	463884	бРел
14:53:08	3.48	0.01	1192	414816	бРел
14:53:02	3.47	-0.01	5162	1791214	бТел
14:52:56	3.48	--	542	188616	бРел
14:52:53	3.48	--	6682	2325336	бРел
14:52:47	3.48	--	697	242556	бРел
14:52:41	3.48	--	45	15660	бРел
14:52:38	3.48	--	1177	409596	бРел
14:52:32	3.48	0.01	561	195228	бРел
14:52:26	3.47	-0.01	124	43028	бТел
14:52:22	3.48	--	1125	391500	бРел
14:52:17	3.48	--	184	64032	бРел
14:52:11	3.48	--	96	33408	бРел
14:52:08	3.48	0.01	697	242556	бРел
14:52:02	3.47	--	825	286275	бТел
14:51:56	3.47	-0.01	1435	497945	бТел
14:51:53	3.48	--	1574	547752	бРел
14:51:47	3.48	--	1432	498336	бРел
14:51:41	3.48	--	255	88740	бРел
14:51:37	3.48	--	231	80388	бРел
14:51:32	3.48	--	1415	492420	бРел
14:51:26	3.48	0.01	411	143028	бРел
14:51:22	3.47	-0.01	223	77381	бТел
14:51:17	3.48	--	157	54636	бРел
14:51:11	3.48	0.01	52	18096	бРел
14:51:07	3.47	-0.01	1874	650278	бТел
14:51:02	3.48	0.01	332	115536	бРел
14:50:56	3.47	-0.01	59	20473	бТел
14:50:52	3.48	--	1853	644844	бРел
14:50:47	3.48	--	212	73776	бРел
14:50:41	3.48	--	227	78996	бРел
14:50:37	3.48	0.01	746	259608	бРел
14:50:32	3.47	-0.01	301	104447	бТел
14:50:26	3.48	--	38	13224	бРел
14:50:22	3.48	--	163	56724	бРел
14:50:17	3.48	--	184	64032	бРел
14:50:11	3.48	--	1059	368532	бРел
14:50:07	3.48	0.01	1801	626748	бРел
14:50:02	3.47	--	367	127349	бТел
14:49:56	3.47	--	173	60031	бТел
14:49:52	3.47	-0.01	340	117980	бТел
14:49:47	3.48	--	9302	3237096	бРел
14:49:41	3.48	--	51	17748	бРел
14:49:37	3.48	--	603	209844	бРел
14:49:32	3.48	--	456	158688	бРел
14:49:26	3.48	--	125	43500	бРел
14:49:22	3.48	--	1849	643452	бРел
14:49:17	3.48	0.01	211	73428	бРел
14:49:11	3.47	-0.01	679	235613	бТел
14:49:07	3.48	0.01	1442	501816	бРел
14:49:02	3.47	-0.01	474	164478	бТел
14:48:56	3.48	--	151	52548	бРел
14:48:52	3.48	--	61	21228	бРел
14:48:47	3.48	--	492	171216	бРел
14:48:41	3.48	--	2	696	бРел
14:48:37	3.48	0.01	248	86304	бРел
14:48:32	3.47	--	215	74605	бТел
14:48:26	3.47	-0.01	360	124920	бТел
14:48:20	3.48	--	189	65772	бРел
14:48:17	3.48	0.01	145	50460	бРел
14:48:11	3.47	-0.01	427	148169	бТел
14:48:05	3.48	0.01	601	209148	бРел
14:48:02	3.47	-0.01	325	112775	бТел
14:47:56	3.48	0.01	1343	467364	бРел
14:47:50	3.47	-0.01	230	79810	бТел
14:47:47	3.48	0.01	175	60900	бРел
14:47:41	3.47	--	162	56214	бТел
14:47:35	3.47	-0.01	29	10063	бТел
14:47:32	3.48	--	283	98484	бРел
14:47:26	3.48	0.01	11	3828	бРел
14:47:20	3.47	-0.01	52	18044	бТел
14:47:17	3.48	0.01	93	32364	бРел
14:47:11	3.47	-0.01	111	38517	бТел
14:47:05	3.48	0.01	248	86304	бРел
14:47:02	3.47	-0.01	974	337978	бТел
14:46:56	3.48	0.01	1784	620832	бРел
14:46:50	3.47	-0.01	37	12839	бТел
14:46:47	3.48	--	3121	1086108	бРел
14:46:41	3.48	0.01	551	191748	бРел
14:46:35	3.47	-0.01	250	86750	бТел
14:46:32	3.48	--	4310	1499880	бРел
14:46:26	3.48	--	50	17400	бРел
14:46:20	3.48	--	57	19836	бРел
14:46:17	3.48	--	467	162516	бРел
14:46:11	3.48	0.01	473	164604	бРел
14:46:05	3.47	--	260	90220	бТел
14:46:02	3.47	--	53	18391	бТел
14:45:56	3.47	-0.01	104	36088	бТел
14:45:50	3.48	--	115	40020	бРел
14:45:47	3.48	0.01	9834	3422232	бРел
14:45:41	3.47	-0.01	114	39558	бТел
14:45:35	3.48	0.01	338	117624	бРел
14:45:32	3.47	--	706	244982	бТел
14:45:26	3.47	-0.01	46	15962	бТел
14:45:20	3.48	0.01	12	4176	бРел
14:45:17	3.47	--	2015	699205	бТел
14:45:11	3.47	-0.01	177	61419	бТел
14:45:05	3.48	--	602	209496	бРел
14:45:01	3.48	--	207	72036	бРел
14:44:56	3.48	--	417	145116	бРел
14:44:50	3.48	--	24	8352	бРел
14:44:46	3.48	0.01	685	238380	бРел
14:44:41	3.47	-0.01	1018	353246	бТел
14:44:35	3.48	0.01	329	114492	бРел
14:44:31	3.47	-0.01	4	1388	бТел
14:44:26	3.48	--	1947	677556	бРел
14:44:20	3.48	--	31	10788	бРел
14:44:16	3.48	--	62	21576	бРел
14:44:11	3.48	--	627	218196	бРел
14:44:05	3.48	0.01	214	74472	бРел
14:44:01	3.47	-0.01	33	11451	бТел
14:43:56	3.48	0.01	742	258216	бРел
14:43:50	3.47	-0.01	160	55520	бТел
14:43:46	3.48	0.01	342	119016	бРел
14:43:41	3.47	--	86	29842	бТел
14:43:35	3.47	--	342	118674	бТел
14:43:31	3.47	-0.01	312	108264	бТел
14:43:26	3.48	--	115	40020	бРел
14:43:20	3.48	--	104	36192	бРел
14:43:16	3.48	--	378	131544	бРел
14:43:11	3.48	--	178	61944	бРел
14:43:05	3.48	0.01	352	122496	бРел
14:43:01	3.47	-0.01	680	235960	бТел
14:42:56	3.48	0.01	164	57072	бРел
14:42:50	3.47	-0.01	474	164478	бТел
14:42:46	3.48	--	708	246384	бРел
14:42:41	3.48	--	530	184440	бРел
14:42:35	3.48	--	223	77604	бРел
14:42:31	3.48	--	401	139548	бРел
14:42:26	3.48	--	1545	537660	бРел
14:42:20	3.48	0.01	29	10092	бРел
14:42:16	3.47	-0.01	245	85015	бТел
14:42:11	3.48	0.01	375	130500	бРел
14:42:05	3.47	-0.01	553	191891	бТел
14:41:59	3.48	--	128	44544	бРел
14:41:56	3.48	-0.01	622	216456	бТел
14:41:50	3.49	0.01	3030	1057470	бРел
14:41:44	3.48	--	45	15660	бТел
14:41:41	3.48	--	160	55680	бТел
14:41:35	3.48	--	2167	754116	бТел
14:41:29	3.48	--	15	5220	бТел
14:41:26	3.48	--	697	242556	бТел
14:41:20	3.48	--	1353	470844	бТел
14:41:14	3.48	--	2198	765227	бРел
14:41:11	3.48	0.01	510	177480	бРел
14:41:05	3.47	-0.01	280	97160	бТел
14:40:59	3.48	--	624	217152	бРел
14:40:56	3.48	0.01	59	20532	бРел
14:40:50	3.47	-0.01	644	223468	бТел
14:40:44	3.48	--	10636	3701352	бТел
14:40:41	3.48	--	182	63336	бТел
14:40:35	3.48	-0.01	396	137808	бТел
14:40:29	3.49	0.01	6	2094	бРел
14:40:26	3.48	-0.01	858	298584	бТел
14:40:20	3.49	0.01	755	263495	бРел
14:40:14	3.48	--	127	44196	бТел
14:40:11	3.48	-0.01	4374	1522152	бТел
14:40:05	3.49	--	301	105049	бРел
14:39:59	3.49	0.01	58	20242	бРел
14:39:56	3.48	--	65	22620	бТел
14:39:50	3.48	-0.01	620	215760	бТел
14:39:44	3.49	0.01	7964	2779436	бРел
14:39:41	3.48	--	3664	1275072	бТел
14:39:35	3.48	-0.01	314	109272	бТел
14:39:29	3.49	--	30	10470	бРел
14:39:26	3.49	0.01	348	121452	бРел
14:39:20	3.48	-0.01	9109	3169932	бТел
14:39:14	3.49	--	30	10470	бРел
14:39:11	3.49	--	208	72592	бРел
