Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
15:00:00	3.54	--	0	0	бТел
15:00:00	3.54	--	5347	1892838	бТел
14:59:59	3.54	-0.01	247	87438	бТел
14:59:55	3.55	0.01	331	117505	бРел
14:59:49	3.54	-0.01	3259	1153686	бТел
14:59:44	3.55	0.01	612	217260	бРел
14:59:40	3.54	--	352	124608	бТел
14:59:34	3.54	-0.01	614	217356	бТел
14:59:29	3.55	0.01	556	197380	бРел
14:59:24	3.54	--	216	76464	бТел
14:59:19	3.54	--	529	187266	бТел
14:59:14	3.54	--	3325	1177050	бТел
14:59:09	3.54	-0.01	2202	779508	бТел
14:59:04	3.55	0.01	9427	3346585	бРел
14:58:59	3.54	-0.01	4497	1591938	бТел
14:58:54	3.55	--	579	205545	бРел
14:58:49	3.55	--	227	80585	бРел
14:58:44	3.55	0.01	2142	760410	бРел
14:58:39	3.54	-0.01	20	7080	бТел
14:58:34	3.55	0.01	319	113245	бРел
14:58:29	3.54	-0.01	129	45666	бТел
14:58:24	3.55	0.01	399	141645	бРел
14:58:19	3.54	--	581	205674	бТел
14:58:14	3.54	-0.01	249	88146	бТел
14:58:09	3.55	0.01	39	13845	бРел
14:58:04	3.54	-0.01	604	213816	бТел
14:57:59	3.55	--	103	36565	бРел
14:57:54	3.55	--	304	107920	бРел
14:57:49	3.55	0.01	59	20945	бРел
14:57:44	3.54	--	996	352584	бТел
14:57:39	3.54	-0.01	30	10620	бТел
14:57:34	3.55	--	268	95140	бРел
14:57:29	3.55	0.01	603	214065	бРел
14:57:24	3.54	--	210	74340	бТел
14:57:19	3.54	--	235	83190	бТел
14:57:14	3.54	--	748	264792	бТел
14:57:09	3.54	--	264	93456	бТел
14:57:04	3.54	--	1869	661626	бТел
14:56:59	3.54	--	10089	3571506	бТел
14:56:54	3.54	--	3705	1311570	бТел
14:56:49	3.54	--	64	22656	бТел
14:56:44	3.54	--	1117	395418	бТел
14:56:39	3.54	-0.01	1139	403206	бТел
14:56:34	3.55	--	348	123540	бРел
14:56:29	3.55	0.01	2078	737690	бРел
14:56:24	3.54	--	78	27612	бТел
14:56:19	3.54	-0.01	1050	371700	бТел
14:56:14	3.55	--	713	253115	бРел
14:56:09	3.55	0.01	544	193120	бРел
14:56:04	3.54	--	2967	1050318	бТел
14:55:58	3.54	-0.01	3218	1139172	бТел
14:55:54	3.55	--	434	154070	бРел
14:55:49	3.55	0.01	327	116085	бРел
14:55:43	3.54	-0.01	565	200010	бТел
14:55:39	3.55	--	612	217260	бРел
14:55:34	3.55	0.01	20	7100	бРел
14:55:28	3.54	-0.01	767	271518	бТел
14:55:24	3.55	--	1087	385885	бРел
14:55:19	3.55	0.01	94	33370	бРел
14:55:13	3.54	--	762	269748	бТел
14:55:09	3.54	-0.01	1662	588348	бТел
14:55:04	3.55	0.01	765	271575	бРел
14:54:58	3.54	-0.01	10281	3639474	бТел
14:54:54	3.55	--	56	19880	бРел
14:54:43	3.55	--	446	158330	бРел
14:54:39	3.55	0.01	516	183180	бРел
14:54:34	3.54	--	2228	788712	бТел
14:54:28	3.54	--	12434	4401636	бТел
14:54:24	3.54	--	1555	550470	бТел
14:54:19	3.54	-0.01	39	13806	бТел
14:54:13	3.55	0.01	367	130285	бРел
14:54:09	3.54	-0.01	645	228330	бТел
14:54:04	3.55	0.01	235	83425	бРел
14:53:58	3.54	-0.01	146	51684	бТел
14:53:53	3.55	--	556	197380	бРел
14:53:49	3.55	--	215	76325	бРел
14:53:43	3.55	0.01	657	233235	бРел
14:53:38	3.54	--	114	40356	бТел
14:53:34	3.54	-0.01	186	65844	бТел
14:53:28	3.55	--	1186	421030	бРел
