Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
15:00:00	3.43	--	0	0	бРел
15:00:00	3.43	--	0	0	бРел
15:00:00	3.43	--	691	237013	бРел
14:59:55	3.43	--	460	157780	бРел
14:59:51	3.43	0.01	1423	488089	бРел
14:59:46	3.42	-0.01	78	26676	бТел
14:59:40	3.43	0.01	215	73745	бРел
14:59:36	3.42	-0.01	261	89262	бТел
14:59:31	3.43	--	275	94325	бРел
14:59:25	3.43	--	143	49049	бРел
14:59:21	3.43	--	138	47334	бРел
14:59:16	3.43	--	234	80262	бРел
14:59:10	3.43	0.01	240	82320	бРел
14:59:06	3.42	-0.01	499	170658	бТел
14:59:01	3.43	--	700	240100	бРел
14:58:55	3.43	0.01	181	62083	бРел
14:58:51	3.42	--	105	35910	бТел
14:58:46	3.42	--	90	30780	бТел
14:58:40	3.42	--	343	117306	бТел
14:58:36	3.42	--	236	80712	бТел
14:58:31	3.42	--	130	44460	бТел
14:58:21	3.42	--	28	9576	бТел
14:58:16	3.42	-0.01	427	146034	бТел
14:58:10	3.43	--	142	48706	бРел
14:58:06	3.43	--	5757	1974651	бРел
14:58:01	3.43	0.01	123	42189	бРел
14:57:55	3.42	-0.01	200	68400	бТел
14:57:51	3.43	--	589	202027	бРел
14:57:46	3.43	0.01	1078	369754	бРел
14:57:40	3.42	--	1060	362520	бТел
14:57:36	3.42	-0.01	708	242136	бТел
14:57:31	3.43	0.01	974	334082	бРел
14:57:25	3.42	-0.01	9	3078	бТел
14:57:21	3.43	0.01	2067	708981	бРел
14:57:16	3.42	--	1289	440838	бТел
14:57:10	3.42	--	190	64980	бТел
14:57:06	3.42	-0.01	495	169290	бТел
14:57:01	3.43	--	328	112504	бРел
14:56:55	3.43	0.01	351	120393	бРел
14:56:51	3.42	--	5268	1801656	бТел
14:56:45	3.42	--	10	3420	бТел
14:56:40	3.42	-0.01	311	106362	бТел
14:56:36	3.43	0.01	756	259308	бРел
14:56:30	3.42	-0.01	117	40014	бТел
14:56:25	3.43	--	1	343	бРел
14:56:21	3.43	--	231	79233	бРел
14:56:15	3.43	0.01	93	31899	бРел
14:56:05	3.42	--	213	72846	бТел
14:56:00	3.42	--	120	41040	бТел
14:55:55	3.42	--	474	162108	бТел
14:55:51	3.42	--	38	12996	бТел
14:55:45	3.42	--	40	13680	бТел
14:55:40	3.42	-0.01	633	216486	бТел
14:55:36	3.43	--	104	35672	бРел
14:55:30	3.43	0.01	289	99127	бРел
14:55:21	3.42	-0.01	1418	484956	бТел
14:55:15	3.43	--	73	25039	бРел
14:55:10	3.43	--	113	38759	бРел
14:55:06	3.43	0.01	602	206486	бРел
14:55:00	3.42	--	1133	387486	бТел
14:54:55	3.42	--	70	23940	бТел
14:54:51	3.42	-0.01	72	24624	бТел
14:54:45	3.43	0.01	278	95354	бРел
14:54:35	3.42	--	28	9576	бТел
14:54:30	3.42	--	140	47880	бТел
14:54:25	3.42	--	88	30096	бТел
14:54:20	3.42	--	312	106704	бТел
14:54:15	3.42	-0.01	46	15732	бТел
14:54:05	3.43	0.01	74	25382	бРел
14:54:00	3.42	--	34	11628	бТел
14:53:55	3.42	-0.01	30	10301	бТел
14:53:50	3.43	0.01	10	3430	бРел
14:53:45	3.42	-0.01	64	21888	бТел
14:53:35	3.43	0.01	624	214032	бРел
14:53:30	3.42	--	1544	528048	бТел
14:53:25	3.42	-0.01	1650	564300	бТел
14:53:19	3.43	--	110	37730	бРел
14:53:15	3.43	--	476	163268	бРел
