Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
15:00:00	3.39	--	0	0	бТел
15:00:00	3.39	--	526	178314	бТел
14:59:58	3.39	--	10402	3526481	бРел
14:59:53	3.39	--	401	135939	бРел
14:59:47	3.39	--	3587	1215993	бРел
14:59:43	3.39	--	343	116277	бРел
14:59:38	3.39	--	1947	660033	бРел
14:59:32	3.39	--	1048	355272	бРел
14:59:28	3.39	--	307	104073	бРел
14:59:23	3.39	--	515	174585	бРел
14:59:17	3.39	--	791	268149	бРел
14:59:13	3.39	--	40	13560	бРел
14:59:08	3.39	--	2313	784107	бРел
14:59:02	3.39	--	685	232215	бРел
14:58:58	3.39	--	157	53223	бРел
14:58:53	3.39	--	1117	378663	бРел
14:58:47	3.39	--	737	249843	бРел
14:58:43	3.39	--	507	171873	бРел
14:58:38	3.39	--	12081	4095459	бРел
14:58:32	3.39	--	10003	3391017	бРел
14:58:28	3.39	--	60	20340	бРел
14:58:23	3.39	--	250	84750	бРел
14:58:17	3.39	--	322	109158	бРел
14:58:13	3.39	--	10000	3390000	бРел
14:58:08	3.39	0.01	3089	1047171	бРел
14:58:02	3.38	-0.01	252	85176	бТел
14:57:58	3.39	--	396	134244	бРел
14:57:53	3.39	--	152	51528	бРел
14:57:47	3.39	--	217	73563	бРел
14:57:38	3.39	--	156	52884	бРел
14:57:32	3.39	--	12	4068	бРел
14:57:28	3.39	--	4	1356	бРел
14:57:23	3.39	--	315	106785	бРел
14:57:17	3.39	--	166	56274	бРел
14:57:08	3.39	--	248	84072	бРел
14:57:02	3.39	0.01	145	49155	бРел
14:56:58	3.38	--	167	56446	бТел
14:56:53	3.38	-0.01	103	34814	бТел
14:56:47	3.39	--	190	64410	бРел
14:56:43	3.39	--	216	73224	бРел
14:56:38	3.39	0.01	32	10848	бРел
14:56:32	3.38	-0.01	23	7774	бТел
14:56:28	3.39	--	101	34239	бРел
14:56:23	3.39	--	210	71190	бРел
14:56:17	3.39	0.01	200	67800	бРел
14:56:13	3.38	-0.01	171	57798	бТел
14:56:08	3.39	--	2	678	бРел
14:56:02	3.39	0.01	263	89157	бРел
14:55:58	3.38	-0.01	4	1352	бТел
14:55:53	3.39	0.01	420	142380	бРел
14:55:47	3.38	--	243	82134	бТел
