Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
15:00:00	3.46	0.01	0	0	бРел
15:00:00	3.45	--	0	0	бТел
14:59:55	3.45	--	416	143520	бТел
14:59:52	3.45	--	112	38640	бТел
14:59:49	3.45	--	39	13455	бТел
14:59:46	3.45	-0.01	115	39675	бТел
14:59:43	3.46	0.01	174	60204	бРел
14:59:40	3.45	--	375	129375	бТел
14:59:37	3.45	--	383	132135	бТел
14:59:34	3.45	--	154	53130	бТел
14:59:31	3.45	-0.01	279	96255	бТел
14:59:28	3.46	0.01	4313	1492298	бРел
14:59:25	3.45	--	156	53820	бТел
14:59:22	3.45	--	1142	393990	бТел
14:59:19	3.45	-0.01	717	247365	бТел
14:59:16	3.46	0.01	220	76120	бРел
14:59:13	3.45	--	174	60030	бТел
14:59:10	3.45	-0.01	82	28290	бТел
14:59:07	3.46	--	48	16608	бРел
14:59:04	3.46	--	50	17300	бРел
14:59:01	3.46	0.01	25	8650	бРел
14:58:58	3.45	-0.01	341	117645	бТел
14:58:55	3.46	--	178	61588	бРел
14:58:52	3.46	--	26	8996	бРел
14:58:46	3.46	0.01	10	3460	бРел
14:58:43	3.45	--	48	16560	бТел
14:58:40	3.45	--	20	6900	бТел
14:58:34	3.45	-0.01	10	3450	бТел
14:58:22	3.46	--	801	277146	бРел
14:58:19	3.46	--	1500	519000	бРел
14:58:16	3.46	--	50	17300	бРел
14:58:13	3.46	--	20	6920	бРел
14:58:07	3.46	--	42	14532	бРел
14:58:04	3.46	--	100	34600	бРел
14:58:01	3.46	--	24	8304	бРел
14:57:58	3.46	--	22	7612	бРел
14:57:55	3.46	--	334	115564	бРел
14:57:52	3.46	0.01	26	8996	бРел
14:57:49	3.45	-0.01	1719	593055	бТел
14:57:40	3.46	0.01	182	62972	бРел
14:57:37	3.45	-0.01	100	34500	бТел
14:57:34	3.46	--	26	8996	бРел
14:57:25	3.46	0.01	5	1730	бРел
14:57:19	3.45	--	1	345	бТел
14:57:10	3.45	--	30	10350	бТел
14:57:04	3.45	-0.01	10	3450	бТел
14:57:01	3.46	0.01	2	692	бРел
14:56:58	3.45	-0.01	400	138000	бТел
14:56:55	3.46	0.01	6	2076	бРел
14:56:49	3.45	--	123	42435	бТел
14:56:43	3.45	-0.01	2	690	бТел
14:56:37	3.46	--	24	8304	бРел
14:56:34	3.46	0.01	185	64010	бРел
14:56:31	3.45	--	132	45540	бТел
14:56:28	3.45	--	27	9315	бТел
14:56:25	3.45	--	10	3450	бТел
14:56:19	3.45	--	358	123510	бТел
14:56:13	3.45	--	992	342240	бТел
14:56:10	3.45	-0.01	10	3450	бТел
14:56:04	3.46	--	10024	3468304	бРел
14:56:01	3.46	--	24	8304	бРел
14:55:58	3.46	--	27	9342	бРел
14:55:55	3.46	--	538	186148	бРел
14:55:52	3.46	0.01	36	12456	бРел
14:55:49	3.45	-0.01	113	38985	бТел
14:55:46	3.46	0.01	185	64010	бРел
14:55:43	3.45	-0.01	100	34500	бТел
14:55:40	3.46	0.01	112	38752	бРел
14:55:34	3.45	-0.01	3	1035	бТел
14:55:19	3.46	0.01	100	34600	бРел
14:55:16	3.45	--	94	32430	бТел
14:55:07	3.45	--	88	30360	бТел
14:55:04	3.45	-0.01	117	40365	бТел
14:55:01	3.46	--	25	8650	бРел
14:54:58	3.46	--	11	3806	бРел
14:54:55	3.46	--	204	70584	бРел
14:54:46	3.46	0.01	155	53630	бРел
14:54:40	3.45	--	730	251850	бТел
14:54:34	3.45	-0.01	12	4140	бТел
14:54:31	3.46	--	40	13840	бРел
14:54:28	3.46	--	140	48440	бРел
14:54:13	3.46	--	1	346	бРел
14:54:10	3.46	0.01	200	69200	бРел
14:54:07	3.45	-0.01	19	6555	бТел
14:54:01	3.46	--	1	346	бРел
14:53:58	3.46	--	25	8650	бРел
14:53:55	3.46	--	2	692	бРел
14:53:52	3.46	0.01	166	57436	бРел
14:53:46	3.45	-0.01	240	82800	бТел
