Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
15:00:00	3.39	0.01	0	0	бРел
15:00:00	3.38	--	358	121004	бТел
14:59:58	3.38	--	272	91936	бТел
14:59:53	3.38	-0.01	850	287300	бТел
14:59:48	3.39	--	80	27120	бРел
14:59:43	3.39	--	192	65088	бРел
14:59:38	3.39	--	1665	564435	бРел
14:59:33	3.39	--	491	166449	бРел
14:59:28	3.39	--	426	144414	бРел
14:59:23	3.39	0.01	627	212553	бРел
14:59:18	3.38	-0.01	24	8112	бТел
14:59:13	3.39	--	50	16950	бРел
14:59:08	3.39	--	10	3390	бРел
14:59:03	3.39	--	167	56613	бРел
14:58:53	3.39	--	35	11865	бРел
14:58:48	3.39	--	1459	494601	бРел
14:58:43	3.39	--	28	9492	бРел
14:58:38	3.39	--	262	88818	бРел
14:58:33	3.39	--	602	204078	бРел
14:58:28	3.39	--	2	678	бРел
14:58:23	3.39	--	371	125769	бРел
14:58:18	3.39	--	205	69495	бРел
14:58:13	3.39	--	130	44070	бРел
14:58:08	3.39	0.01	160	54240	бРел
14:58:03	3.38	-0.01	64	21632	бТел
14:57:58	3.39	0.01	430	145770	бРел
14:57:53	3.38	-0.01	620	209560	бТел
14:57:48	3.39	0.01	199	67461	бРел
14:57:43	3.38	-0.01	2	676	бТел
14:57:38	3.39	--	5	1695	бРел
14:57:28	3.39	--	108	36612	бРел
14:57:23	3.39	--	402	136278	бРел
14:57:17	3.39	--	545	184755	бРел
14:57:13	3.39	0.01	75	25425	бРел
14:57:08	3.38	-0.01	155	52390	бТел
14:57:02	3.39	--	50	16950	бРел
14:56:58	3.39	--	20	6780	бРел
14:56:53	3.39	0.01	187	63393	бРел
14:56:47	3.38	-0.01	31	10478	бТел
14:56:38	3.39	0.01	822	278658	бРел
14:56:32	3.38	--	469	158728	бТел
14:56:23	3.38	-0.01	87	29406	бТел
14:56:17	3.39	--	498	168822	бРел
14:56:13	3.39	--	132	44890	бРел
14:56:08	3.39	--	29469	9989991	бРел
14:56:02	3.39	--	300	101700	бРел
14:55:58	3.39	--	20	6780	бРел
14:55:53	3.39	--	513	173907	бРел
14:55:47	3.39	--	152	51528	бРел
14:55:38	3.39	--	25	8475	бРел
14:55:32	3.39	--	104	35300	бРел
14:55:28	3.39	--	5	1695	бРел
14:55:22	3.39	0.01	12	4068	бРел
14:55:17	3.38	--	79	26702	бТел
14:55:13	3.38	-0.01	32	10856	бТел
14:55:07	3.39	--	209	70851	бРел
14:55:02	3.39	0.01	26	8814	бРел
14:54:58	3.38	-0.01	330	111540	бТел
14:54:52	3.39	0.01	106	35934	бРел
14:54:47	3.38	--	88	29744	бТел
14:54:43	3.38	-0.01	125	42250	бТел
14:54:37	3.39	0.01	30	10170	бРел
14:54:32	3.38	--	20	6760	бТел
14:54:28	3.38	--	442	149396	бТел
14:54:22	3.38	--	5	1690	бТел
14:54:12	3.38	--	93	31434	бТел
14:54:07	3.38	--	73	24758	бТел
14:54:02	3.38	-0.01	51	17238	бТел
14:53:57	3.39	0.01	30	10170	бРел
14:53:52	3.38	--	26	8788	бТел
14:53:47	3.38	--	3	1014	бТел
14:53:42	3.38	-0.01	60	20280	бТел
14:53:37	3.39	--	71	24069	бРел
14:53:32	3.39	0.01	252	85428	бРел
14:53:27	3.38	--	16	5408	бТел
14:53:22	3.38	--	55	18590	бТел
14:53:17	3.38	--	8	2704	бТел
14:53:12	3.38	--	232	78416	бТел
14:53:07	3.38	-0.01	36	12276	бТел
14:52:57	3.39	0.01	1	339	бРел
14:52:47	3.38	--	141	47658	бТел
14:52:42	3.38	--	30	10140	бТел
14:52:32	3.38	--	100	33800	бТел
14:52:22	3.38	--	215	72670	бТел
14:52:12	3.38	--	3	1014	бТел
14:52:07	3.38	--	150	50700	бТел
14:52:02	3.38	--	75	25525	бТел
14:51:57	3.38	--	148	50064	бТел
14:51:52	3.38	-0.01	481	162578	бТел
14:51:47	3.39	0.01	282	95598	бРел
14:51:42	3.38	--	106	35828	бТел
14:51:32	3.38	--	656	221728	бТел
14:51:27	3.38	--	364	123032	бТел
14:51:12	3.38	--	545	184210	бТел
14:51:07	3.38	--	100	33800	бТел
14:51:02	3.38	-0.01	183	61854	бТел
14:50:57	3.39	0.01	41	13899	бРел
14:50:52	3.38	-0.01	35	11830	бТел
14:50:47	3.39	--	148	50172	бРел
14:50:41	3.39	0.01	26	8814	бРел
14:50:37	3.38	-0.01	25	8450	бТел
14:50:32	3.39	0.01	14	4746	бРел
14:50:26	3.38	--	546	184666	бТел
14:50:22	3.38	--	47	15886	бТел
14:50:17	3.38	--	2	676	бТел
14:50:11	3.38	--	164	55432	бТел
14:50:07	3.38	--	64	21922	бТел
14:49:56	3.38	--	208	70304	бТел
14:49:47	3.38	-0.01	67	22646	бТел
14:49:41	3.39	0.01	937	317643	бРел
14:49:37	3.38	-0.01	71	23998	бТел
14:49:32	3.39	0.01	44	14916	бРел
14:49:26	3.38	-0.01	375	126750	бТел
14:49:22	3.39	0.01	113	38307	бРел
14:49:11	3.38	--	1017	343746	бТел
14:49:07	3.38	--	16	5408	бТел
14:48:52	3.38	--	128	43264	бТел
14:48:46	3.38	--	110	37180	бТел
14:48:41	3.38	-0.01	53	17914	бТел
14:48:37	3.39	0.01	535	181365	бРел
14:48:26	3.38	--	100	33800	бТел
14:48:16	3.38	--	60	20280	бТел
14:48:11	3.38	-0.01	797	269386	бТел
14:48:07	3.39	0.01	1	339	бРел
14:48:01	3.38	--	63	21378	бТел
14:47:56	3.38	--	366	124012	бТел
14:47:41	3.38	--	3	1014	бТел
14:47:36	3.38	--	24	8112	бТел
14:47:26	3.38	--	70	23660	бТел
14:47:21	3.38	--	11	3718	бТел
14:47:16	3.38	-0.01	39	13182	бТел
14:47:11	3.39	0.01	2	678	бРел
14:47:06	3.38	--	7083	2394054	бТел
14:47:01	3.38	-0.01	88	29744	бТел
14:46:56	3.39	--	40	13560	бРел
14:46:51	3.39	--	25	8475	бРел
14:46:46	3.39	--	476	161364	бРел
14:46:41	3.39	0.01	73	24814	бРел
14:46:36	3.38	--	116	39208	бТел
14:46:31	3.38	--	4	1352	бТел
14:46:26	3.38	--	127	42926	бТел
14:46:21	3.38	--	115	38870	бТел
14:46:11	3.38	--	68	22984	бТел
14:46:06	3.38	--	2	676	бТел
14:46:01	3.38	--	519	175422	бТел
14:45:56	3.38	-0.01	182	61516	бТел
14:45:51	3.39	0.01	17	5763	бРел
14:45:46	3.38	--	23	7774	бТел
14:45:41	3.38	--	63	21294	бТел
14:45:36	3.38	--	960	324480	бТел
14:45:31	3.38	-0.01	1	338	бТел
14:45:26	3.39	--	239	81021	бРел
14:45:21	3.39	--	29	9831	бРел
14:45:16	3.39	--	411	139329	бРел
14:45:11	3.39	--	123	41697	бРел
14:45:06	3.39	0.01	89	30171	бРел
14:45:01	3.38	--	18	6084	бТел
14:44:56	3.38	--	1	338	бТел
14:44:51	3.38	-0.01	213	71994	бТел
14:44:41	3.39	0.01	3	1017	бРел
14:44:35	3.38	--	15	5070	бТел
14:44:31	3.38	-0.01	85	28730	бТел
14:44:26	3.39	0.01	84	28476	бРел
14:44:21	3.38	-0.01	13	4394	бТел
14:44:16	3.39	0.01	77	26103	бРел
14:44:11	3.38	--	34	11492	бТел
14:44:05	3.38	-0.01	30	10140	бТел
14:43:56	3.39	0.01	845	286661	бРел
14:43:46	3.38	--	167	56446	бТел
14:43:41	3.38	--	4	1352	бТел
14:43:35	3.38	--	516	174408	бТел
14:43:31	3.38	--	20	6760	бТел
14:43:26	3.38	--	150	50700	бТел
14:43:20	3.38	--	66	22308	бТел
14:43:11	3.38	-0.01	156	52728	бТел
14:43:05	3.39	0.01	275	93225	бРел
14:43:01	3.38	-0.01	20	6760	бТел
14:42:56	3.39	--	51	17289	бРел
14:42:50	3.39	0.01	222	75258	бРел
14:42:46	3.38	--	28	9582	бТел
14:42:41	3.38	--	43	14534	бТел
14:42:35	3.38	--	772	260936	бТел
14:42:31	3.38	-0.01	294	99372	бТел
14:42:25	3.39	0.01	2968	1006152	бРел
14:42:20	3.38	--	55	18590	бТел
14:42:16	3.38	-0.01	876	296088	бТел
14:42:10	3.39	0.01	2	678	бРел
14:42:05	3.38	--	360	121680	бТел
14:42:01	3.38	--	26	8788	бТел
14:41:50	3.38	--	22	7436	бТел
14:41:45	3.38	--	10146	3429348	бТел
14:41:40	3.38	--	10	3380	бТел
14:41:35	3.38	--	429	145002	бТел
14:41:31	3.38	--	32	10816	бТел
14:41:25	3.38	--	52	17576	бТел
14:41:20	3.38	-0.01	25	8450	бТел
14:41:15	3.39	0.01	511	173229	бРел
14:41:05	3.38	--	10100	3413800	бТел
14:41:00	3.38	--	64	21632	бТел
14:40:55	3.38	--	1	338	бТел
14:40:50	3.38	--	60	20280	бТел
14:40:45	3.38	-0.01	127	43047	бТел
14:40:40	3.39	--	590	200010	бРел
14:40:35	3.39	0.01	23	7797	бРел
14:40:30	3.38	--	2	676	бТел
14:40:25	3.38	--	5	1690	бТел
14:40:20	3.38	--	141	47658	бТел
14:40:10	3.38	--	5	1690	бТел
14:40:05	3.38	--	81	27378	бТел
14:40:00	3.38	--	3	1014	бТел
14:39:55	3.38	-0.01	2	676	бТел
14:39:50	3.39	0.01	50	16950	бРел
14:39:45	3.38	-0.01	1050	354900	бТел
14:39:35	3.39	--	116	39324	бРел
14:39:20	3.39	0.01	26	8814	бРел
14:39:15	3.38	-0.01	105	35490	бТел
14:39:10	3.39	0.01	59	20001	бРел
14:39:05	3.38	--	1	338	бТел
14:39:00	3.38	--	332	112216	бТел
14:38:55	3.38	--	20	6760	бТел
14:38:50	3.38	--	215	72670	бТел
14:38:45	3.38	-0.01	630	212940	бТел
14:38:35	3.39	0.01	279	94581	бРел
14:38:25	3.38	-0.01	30	10140	бТел
14:38:20	3.39	0.01	246	83394	бРел
14:38:15	3.38	-0.01	122	41236	бТел
14:38:10	3.39	0.01	210	71190	бРел
14:38:05	3.38	-0.01	44	14872	бТел
14:38:00	3.39	--	301	102039	бРел
14:37:55	3.39	0.01	234	79326	бРел
14:37:50	3.38	--	23	7774	бТел
14:37:45	3.38	--	105	35503	бТел
14:37:35	3.38	--	88	29744	бТел
14:37:29	3.38	-0.01	193	65234	бТел
14:37:14	3.39	0.01	51	17289	бРел
14:37:10	3.38	--	14	4732	бТел
14:36:59	3.38	-0.01	1353	457314	бТел
14:36:55	3.39	0.01	11	3729	бРел
14:36:50	3.38	--	136	45968	бТел
14:36:40	3.38	-0.01	20	6760	бТел
14:36:35	3.39	--	14	4746	бРел
14:36:29	3.39	0.01	158	53562	бРел
14:36:25	3.38	--	1	338	бТел
14:36:20	3.38	-0.01	3	1014	бТел
14:36:14	3.39	0.01	3	1017	бРел
14:36:05	3.38	-0.01	914	309101	бТел
14:35:59	3.39	0.01	3	1017	бРел
14:35:55	3.38	--	6	2028	бТел
14:35:50	3.38	--	26	8788	бТел
14:35:44	3.38	-0.01	14	4732	бТел
14:35:40	3.39	0.01	249	84411	бРел
14:35:25	3.38	--	121	41033	бТел
14:35:19	3.38	-0.01	22	7436	бТел
14:35:14	3.39	0.01	500	169500	бРел
14:35:10	3.38	-0.01	196	66248	бТел
14:35:04	3.39	0.01	18	6102	бРел
14:34:59	3.38	--	515	174070	бТел
14:34:54	3.38	--	127	42926	бТел
14:34:49	3.38	--	3	1014	бТел
