Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
15:00:00	6.27	--	0	0	бРел
15:00:00	6.27	--	436	273372	бРел
15:00:00	6.27	--	517	324159	бРел
14:59:56	6.27	0.01	2372	1487244	бРел
14:59:51	6.26	-0.01	40	25040	бТел
14:59:46	6.27	--	1372	860243	бТел
14:59:41	6.27	--	1231	771837	бРел
14:59:36	6.27	--	644	403788	бТел
14:59:31	6.27	--	3266	2047781	бТел
14:59:26	6.27	-0.01	2618	1641743	бТел
14:59:21	6.28	0.01	918	576504	бРел
14:59:16	6.27	--	1154	723558	бТел
14:59:11	6.27	--	866	542982	бТел
14:59:06	6.27	--	473	296571	бТел
14:59:01	6.27	--	1603	1005400	бРел
14:58:56	6.27	--	1580	990659	бРел
14:58:51	6.27	--	1070	670890	бТел
14:58:46	6.27	--	2766	1734281	бТел
14:58:41	6.27	--	1297	813219	бТел
14:58:36	6.27	--	687	430748	бТел
14:58:31	6.27	0.01	4575	2868525	бРел
14:58:26	6.26	--	1762	1103012	бТел
14:58:21	6.26	--	942	589692	бТел
14:58:16	6.26	--	2930	1834180	бТел
14:58:11	6.26	-0.01	1011	632886	бТел
14:58:06	6.27	0.01	1152	722304	бРел
14:58:01	6.26	--	1508	944008	бТел
14:57:56	6.26	-0.01	2280	1427280	бТел
14:57:51	6.27	--	331	207537	бРел
14:57:46	6.27	--	904	566808	бРел
14:57:41	6.27	0.01	1848	1158696	бРел
14:57:35	6.26	-0.01	4341	2717466	бТел
14:57:31	6.27	--	1257	788139	бТел
14:57:26	6.27	--	953	597531	бРел
14:57:20	6.27	-0.01	1093	685311	бТел
14:57:16	6.28	--	1116	700848	бРел
14:57:11	6.28	--	617	387476	бРел
14:57:05	6.28	0.01	950	596600	бРел
14:57:01	6.27	--	1001	627627	бТел
14:56:56	6.27	--	979	613833	бТел
14:56:50	6.27	--	742	465233	бРел
14:56:46	6.27	--	2098	1315446	бТел
14:56:41	6.27	0.01	173	108470	бРел
14:56:35	6.26	--	449	281074	бТел
14:56:31	6.26	-0.01	1942	1215692	бТел
14:56:26	6.27	-0.01	5966	3740681	бТел
14:56:20	6.28	--	577	362356	бРел
14:56:16	6.28	0.01	980	615440	бРел
14:56:11	6.27	-0.01	2050	1285350	бТел
14:56:05	6.28	0.01	528	331584	бРел
