Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
15:00:00	5.85	--	0	0	бТел
15:00:00	5.85	--	0	0	бТел
15:00:00	5.85	-0.01	81	47385	бТел
14:59:57	5.86	0.01	104	60944	бРел
14:59:51	5.85	-0.01	99	57915	бТел
14:59:47	5.86	--	21	12306	бРел
14:59:42	5.86	0.01	49	28714	бРел
14:59:36	5.85	--	180	105300	бТел
14:59:32	5.85	--	9	5265	бТел
14:59:27	5.85	--	987	577915	бРел
14:59:21	5.85	--	77	45045	бРел
14:59:17	5.85	--	144	84240	бРел
14:59:12	5.85	--	695	406639	бТел
14:59:06	5.85	-0.01	43	25155	бТел
14:59:02	5.86	0.01	235	137710	бРел
14:58:57	5.85	--	175	102375	бТел
14:58:51	5.85	--	256	149760	бТел
14:58:47	5.85	--	180	105300	бТел
14:58:42	5.85	--	194	113490	бТел
14:58:36	5.85	-0.01	142	83070	бТел
14:58:32	5.86	0.01	121	70906	бРел
14:58:27	5.85	-0.01	102	59670	бТел
14:58:21	5.86	0.01	660	386760	бРел
14:58:15	5.85	-0.01	217	126944	бТел
14:58:12	5.86	--	1056	618816	бРел
14:58:06	5.86	0.01	770	451220	бРел
14:58:00	5.85	-0.01	2	1170	бТел
14:57:57	5.86	--	355	208030	бРел
14:57:51	5.86	0.01	223	130678	бРел
14:57:45	5.85	-0.01	20	11700	бТел
14:57:42	5.86	0.01	76	44536	бРел
14:57:36	5.85	--	33	19305	бТел
14:57:30	5.85	-0.01	271	158535	бТел
14:57:27	5.86	--	51	29886	бРел
14:57:21	5.86	--	1019	597134	бРел
14:57:15	5.86	--	3	1758	бРел
14:57:12	5.86	0.01	44	25784	бРел
14:57:06	5.85	--	17	9945	бТел
14:57:00	5.85	--	177	103545	бТел
14:56:57	5.85	--	565	330525	бТел
14:56:51	5.85	--	148	86580	бТел
14:56:45	5.85	--	728	425880	бТел
14:56:42	5.85	--	288	169000	бРел
14:56:36	5.85	--	72	42120	бРел
14:56:30	5.85	--	324	189540	бРел
14:56:27	5.85	0.01	426	249209	бРел
14:56:21	5.84	-0.01	339	197976	бТел
14:56:15	5.85	--	24	14040	бРел
14:56:12	5.85	--	621	363285	бРел
14:56:06	5.85	--	133	77805	бРел
14:56:00	5.85	0.01	33	19305	бРел
14:55:57	5.84	-0.01	568	331712	бТел
14:55:51	5.85	--	225	131625	бРел
14:55:45	5.85	--	5	2925	бРел
14:55:42	5.85	--	255	149175	бРел
14:55:36	5.85	--	102	59670	бРел
14:55:30	5.85	--	10	5850	бРел
14:55:27	5.85	--	222	129869	бРел
14:55:21	5.85	--	112	65519	бРел
14:55:15	5.85	-0.01	134	78454	бТел
14:55:11	5.86	--	1133	663938	бРел
14:55:06	5.86	0.01	517	302962	бРел
14:55:00	5.85	-0.01	192	112320	бТел
14:54:57	5.86	0.01	45	26370	бРел
14:54:51	5.85	--	3433	2008304	бТел
14:54:45	5.85	--	135	78975	бТел
14:54:41	5.85	--	4337	2537145	бТел
14:54:36	5.85	--	118	69030	бТел
14:54:30	5.85	--	199	116415	бТел
14:54:26	5.85	--	155	90675	бТел
14:54:21	5.85	--	500	292839	бТел
14:54:15	5.85	--	216	126359	бТел
14:54:11	5.85	--	186	108810	бТел
14:54:06	5.85	-0.01	92	53820	бТел
14:54:00	5.86	0.01	17	9962	бРел
14:53:56	5.85	-0.01	213	124604	бТел
14:53:51	5.86	--	110	64460	бРел
14:53:45	5.86	0.01	287	168182	бРел
14:53:41	5.85	--	10	5850	бТел
14:53:36	5.85	--	111	64934	бТел
14:53:30	5.85	-0.01	169	98865	бТел
14:53:26	5.86	--	33	19338	бРел
14:53:21	5.86	0.01	4	2344	бРел
14:53:15	5.85	-0.01	43	25155	бТел
14:53:11	5.86	--	24	14064	бРел
14:53:06	5.86	0.01	89	52154	бРел
14:53:00	5.85	-0.01	1300	760500	бТел
14:52:56	5.86	--	176	103136	бТел
14:52:51	5.86	--	441	258426	бТел
14:52:45	5.86	--	45	26370	бТел
14:52:41	5.86	--	42	24612	бТел
14:52:36	5.86	--	42	24612	бТел
14:52:30	5.86	--	163	95518	бТел
14:52:26	5.86	--	104	60944	бТел
14:52:21	5.86	--	203	118958	бТел
14:52:15	5.86	--	21	12306	бТел
14:52:10	5.86	--	20	11720	бТел
14:52:06	5.86	--	108	63288	бТел
14:52:00	5.86	--	234	137124	бТел
14:51:51	5.86	0.01	74	43364	жпптел
14:51:45	5.85	--	243	142155	бТел
14:51:39	5.85	--	0	0	бТел
14:51:36	5.85	-0.01	697	407745	бТел
14:51:30	5.86	--	157	92002	бРел
14:51:24	5.86	--	30	17580	жпптел
14:51:21	5.86	--	221	129506	бТел
14:51:15	5.86	--	98	57609	бРел
14:51:09	5.86	0.01	20	11720	бРел
14:51:05	5.85	--	114	66690	бТел
14:51:00	5.85	-0.01	28	16379	бТел
14:50:54	5.86	0.01	12	7032	бРел
14:50:51	5.85	-0.01	142	83070	бТел
14:50:45	5.86	--	138	80868	бРел
14:50:36	5.86	--	251	147086	бРел
14:50:24	5.86	--	50	29300	бРел
14:50:20	5.86	--	66	38676	бРел
14:50:15	5.86	--	24	14064	бРел
14:50:09	5.86	-0.01	885	519014	бТел
14:50:06	5.87	--	167	98029	бРел
14:50:00	5.87	0.01	5	2935	бРел
14:49:54	5.86	-0.01	38	22268	бТел
14:49:50	5.87	0.01	1504	883029	бРел
14:49:45	5.86	-0.01	157	92002	бТел
14:49:39	5.87	0.01	690	405030	бРел
14:49:36	5.86	--	135	79110	бТел
14:49:30	5.86	--	144	84384	бТел
14:49:24	5.86	-0.01	101	59186	бТел
14:49:21	5.87	0.01	179	105073	бРел
14:49:15	5.86	--	47	27542	бТел
14:49:09	5.86	-0.01	41	24026	бТел
14:49:05	5.87	--	113	66331	бРел
14:49:00	5.87	--	1047	614589	бРел
14:48:54	5.87	0.01	126	73962	бРел
14:48:50	5.86	-0.01	30	17580	бТел
14:48:45	5.87	--	6	3522	бРел
14:48:36	5.87	0.01	74	43438	бРел
14:48:30	5.86	-0.01	23	13478	бТел
14:48:20	5.87	0.01	165	96855	бРел
14:48:15	5.86	-0.01	17	9962	бТел
14:48:09	5.87	--	1	587	бРел
14:48:05	5.87	--	123	72201	бТел
14:48:00	5.87	--	993	582891	бРел
14:47:54	5.87	--	602	353374	бРел
14:47:50	5.87	--	675	396225	бРел
14:47:45	5.87	0.01	129	75723	бРел
14:47:39	5.86	-0.01	20	11720	бТел
14:47:35	5.87	--	10	5870	бРел
14:47:30	5.87	--	94	55178	бРел
14:47:24	5.87	--	399	234213	бРел
14:47:20	5.87	-0.01	83	48721	бТел
14:47:15	5.88	0.01	96	56448	бРел
14:47:09	5.87	--	80	46960	бТел
14:47:05	5.87	--	218	127966	бРел
14:47:00	5.87	--	20	11740	бРел
14:46:50	5.87	--	84	49308	бРел
14:46:45	5.87	--	102	59874	бТел
14:46:39	5.87	--	121	71027	бРел
14:46:35	5.87	--	2	1174	бРел
14:46:24	5.87	--	126	73962	бРел
14:46:20	5.87	--	303	177861	бРел
14:46:14	5.87	--	218	128547	бТел
14:46:09	5.87	--	8	4696	бТел
14:46:05	5.87	--	83	48721	бТел
14:46:00	5.87	--	85	49895	бТел
14:45:54	5.87	--	315	184905	бТел
14:45:50	5.87	--	83	48721	бТел
14:45:44	5.87	--	105	61635	бТел
14:45:39	5.87	-0.01	77	45199	бТел
14:45:33	5.88	0.01	333	195804	бРел
14:45:24	5.87	--	19	11153	бТел
14:45:20	5.87	--	84	49308	бТел
14:45:14	5.87	--	51	29937	бТел
14:45:09	5.87	--	96	56352	бТел
14:45:03	5.87	--	654	383898	бТел
14:45:00	5.87	--	4	2348	бТел
14:44:54	5.87	--	162	95094	бТел
14:44:48	5.87	--	31	18197	бТел
14:44:44	5.87	--	84	49308	бТел
14:44:39	5.87	--	2126	1247962	бТел
14:44:33	5.87	--	300	176100	бТел
14:44:29	5.87	--	52	30524	бТел
14:44:24	5.87	--	1	587	бТел
14:44:18	5.87	-0.01	3	1761	бТел
14:44:14	5.88	0.01	1	588	бРел
14:44:09	5.87	--	37	21719	бТел
14:44:03	5.87	--	1	587	бТел
14:43:59	5.87	--	187	109769	бТел
14:43:54	5.87	--	79	46373	бТел
14:43:48	5.87	-0.01	28	16436	бТел
14:43:44	5.88	0.01	34	19992	бРел
14:43:39	5.87	--	14	8218	бТел
14:43:33	5.87	--	38	22306	бТел
14:43:29	5.87	--	32	18784	бТел
14:43:14	5.87	-0.01	542	318154	бТел
14:43:09	5.88	0.01	38	22344	бРел
14:43:03	5.87	-0.01	10	5870	бТел
14:42:59	5.88	--	15	8820	бРел
14:42:54	5.88	0.01	7	4116	бРел
14:42:48	5.87	--	9	5283	бТел
14:42:44	5.87	-0.01	52	30524	бТел
14:42:39	5.88	--	535	314580	бРел
14:42:33	5.88	--	36	21168	бРел
14:42:29	5.88	0.01	70	41160	бРел
14:42:24	5.87	-0.01	50	29350	бТел
14:42:14	5.88	--	17	9996	бРел
