Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
15:00:00	7.09	--	0	0	бРел
14:59:59	7.09	--	1135	804715	бРел
14:59:58	7.09	--	2359	1672531	бРел
14:59:53	7.09	--	962	682058	бРел
14:59:48	7.09	--	1192	845128	бРел
14:59:42	7.09	--	2547	1805823	бТел
14:59:38	7.09	-0.01	836	592724	бТел
14:59:33	7.1	0.01	1193	847030	бРел
14:59:28	7.09	--	2411	1709399	бТел
14:59:23	7.09	-0.01	2325	1648425	бТел
14:59:18	7.1	0.01	2199	1561290	бРел
14:59:13	7.09	--	903	640227	бТел
14:59:08	7.09	--	607	430363	бРел
14:59:03	7.09	-0.01	1873	1327957	бТел
14:58:58	7.1	0.01	2138	1517980	бРел
14:58:53	7.09	-0.01	2972	2107148	бТел
14:58:48	7.1	0.01	1519	1078859	бРел
14:58:43	7.09	--	3305	2343245	бРел
14:58:38	7.09	--	488	345992	бРел
14:58:33	7.09	--	3639	2580051	бРел
14:58:28	7.09	--	1918	1359862	бРел
14:58:23	7.09	--	479	339611	бРел
14:58:18	7.09	--	2827	2004343	бРел
14:58:13	7.09	--	1991	1411619	бРел
14:58:08	7.09	--	586	415474	бТел
14:58:03	7.09	--	1462	1036558	бТел
14:57:57	7.09	-0.01	1524	1080516	бТел
14:57:53	7.1	0.01	393	279030	бРел
14:57:48	7.09	--	2422	1717198	бРел
14:57:43	7.09	--	1517	1075553	бРел
14:57:38	7.09	-0.01	1600	1134400	бРел
14:57:33	7.1	--	1810	1285100	бРел
14:57:28	7.1	--	850	603500	бРел
14:57:23	7.1	--	817	580070	бРел
14:57:18	7.1	--	1679	1192090	бРел
14:57:13	7.1	0.01	936	664560	бРел
14:57:08	7.09	-0.02	1106	784154	бТел
14:57:03	7.11	0.01	5089	3618279	бРел
14:56:57	7.1	--	2472	1755120	бРел
14:56:53	7.1	--	276	195960	бРел
14:56:48	7.1	--	1506	1069260	бРел
