Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
15:00:00	3.38	--	0	0	бТел
15:00:00	3.38	-0.01	0	0	бТел
14:59:59	3.39	--	147	49833	бРел
14:59:56	3.39	--	5	1695	бРел
14:59:50	3.39	--	1493	506127	бРел
14:59:45	3.39	0.01	220	74580	бРел
14:59:41	3.38	-0.01	99	33462	бТел
14:59:35	3.39	--	274	92886	бРел
14:59:30	3.39	--	220	74580	бРел
14:59:26	3.39	--	248	84072	бРел
14:59:20	3.39	--	1022	346458	бРел
14:59:15	3.39	--	59	20001	бРел
14:59:11	3.39	0.01	100	33900	бРел
14:59:05	3.38	-0.01	91	30758	бТел
14:59:01	3.39	0.01	82	27798	бРел
14:58:56	3.38	-0.01	30	10140	бТел
14:58:45	3.39	0.01	145	49155	бРел
14:58:41	3.38	-0.01	1000	338000	бТел
14:58:35	3.39	0.01	153	51900	бРел
14:58:30	3.38	-0.01	1120	378560	бТел
14:58:26	3.39	--	1604	543756	бРел
14:58:20	3.39	--	410	138990	бРел
14:58:15	3.39	--	287	97293	бРел
14:58:11	3.39	--	30	10170	бРел
14:58:05	3.39	--	10	3390	бРел
14:58:00	3.39	0.01	776	263064	бРел
14:57:50	3.38	-0.01	103	34814	бТел
14:57:46	3.39	--	31	10509	бРел
14:57:41	3.39	--	3	1017	бРел
14:57:35	3.39	--	585	198315	бРел
14:57:30	3.39	--	207	70173	бРел
14:57:20	3.39	--	168	56952	бРел
14:57:15	3.39	--	35	11865	бРел
14:57:11	3.39	--	75	25425	бРел
14:57:05	3.39	--	220	74580	бРел
14:57:01	3.39	--	725	246005	бРел
14:56:56	3.39	0.01	383	129837	бРел
14:56:50	3.38	-0.01	88	29744	бТел
14:56:45	3.39	--	210	71190	бРел
14:56:41	3.39	--	751	254589	бРел
14:56:35	3.39	0.01	197	66783	бРел
14:56:30	3.38	-0.01	312	105456	бТел
14:56:26	3.39	0.01	1000	339000	бРел
14:56:20	3.38	--	217	73346	бТел
14:56:15	3.38	-0.01	199	67262	бТел
14:56:10	3.39	--	106	35934	бРел
14:56:05	3.39	--	453	153797	бРел
14:56:00	3.39	0.01	749	253911	бРел
14:55:55	3.38	--	100	33800	бТел
