Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
15:00:00	6.14	--	0	0	бРел
15:00:00	6.14	--	0	0	бРел
15:00:00	6.14	--	848	520672	бРел
14:59:57	6.14	--	273	167622	бРел
14:59:52	6.14	--	89	54646	бРел
14:59:47	6.14	0.01	169	103766	бРел
14:59:42	6.13	-0.01	228	139764	бТел
14:59:37	6.14	--	196	120344	бРел
14:59:32	6.14	-0.01	1215	746010	бТел
14:59:27	6.15	--	1365	839475	бРел
14:59:22	6.15	--	652	400980	бРел
14:59:17	6.15	--	3113	1914495	бРел
14:59:12	6.15	--	751	461865	бРел
14:59:07	6.15	0.01	140	86100	бРел
14:59:02	6.14	-0.01	190	116660	бТел
14:58:57	6.15	--	617	379455	бРел
14:58:52	6.15	0.01	754	463710	бРел
14:58:47	6.14	--	419	257266	бТел
14:58:42	6.14	--	331	203234	бТел
14:58:37	6.14	--	165	101310	бТел
14:58:32	6.14	--	529	324806	бТел
14:58:27	6.14	--	230	141220	бТел
14:58:22	6.14	0.01	253	155342	бРел
14:58:17	6.13	--	3647	2235611	бТел
14:58:12	6.13	--	430	263590	бТел
14:58:07	6.13	-0.01	27	16551	бТел
14:58:02	6.14	--	311	190954	бРел
14:57:57	6.14	--	452	277528	бРел
14:57:52	6.14	0.01	529	324806	бРел
14:57:47	6.13	-0.01	474	290562	бТел
14:57:42	6.14	0.01	1384	849776	бРел
14:57:37	6.13	-0.01	75	45975	бТел
14:57:32	6.14	0.01	227	139378	бРел
14:57:27	6.13	--	656	402128	бТел
14:57:22	6.13	-0.01	87	53331	бТел
14:57:17	6.14	--	507	311298	бРел
14:57:12	6.14	0.01	508	311912	бРел
14:57:07	6.13	-0.01	45	27585	бТел
14:57:02	6.14	--	171	104994	бРел
14:56:57	6.14	0.01	144	88416	бРел
14:56:52	6.13	-0.01	396	242748	бТел
14:56:47	6.14	0.01	156	95784	бРел
14:56:42	6.13	-0.01	446	273398	бТел
14:56:37	6.14	0.01	1193	732502	бРел
14:56:32	6.13	--	261	159993	бТел
14:56:27	6.13	--	182	111566	бТел
14:56:21	6.13	--	139	85207	бРел
14:56:17	6.13	--	238	145894	бТел
14:56:12	6.13	--	290	177770	бРел
14:56:06	6.13	--	247	151411	бРел
14:56:02	6.13	0.01	435	266655	бРел
14:55:57	6.12	-0.01	693	424116	бТел
14:55:51	6.13	--	356	218228	бТел
14:55:47	6.13	0.01	1344	823872	жпптел
14:55:42	6.12	-0.01	3237	1981044	бТел
14:55:36	6.13	-0.01	101	61913	бТел
14:55:32	6.14	--	521	319894	бРел
14:55:27	6.14	--	173	106222	бРел
14:55:21	6.14	0.01	10	6140	бРел
14:55:17	6.13	-0.01	420	257460	бТел
14:55:12	6.14	--	219	134466	бРел
14:55:06	6.14	0.01	109	66926	бРел
14:55:02	6.13	--	410	251330	бРел
14:54:57	6.13	--	277	169801	бРел
14:54:51	6.13	--	253	155089	бТел
14:54:47	6.13	-0.01	1471	901723	бТел
14:54:42	6.14	--	617	378838	бРел
14:54:36	6.14	0.01	594	364716	бРел
14:54:32	6.13	-0.01	799	489787	бТел
14:54:26	6.14	0.01	459	281826	бРел
14:54:21	6.13	--	192	117696	бТел
14:54:17	6.13	--	57	34941	бТел
14:54:12	6.13	-0.01	356	218228	бТел
14:54:06	6.14	--	731	448834	бРел
14:54:01	6.14	0.01	138	84732	бРел
14:53:57	6.13	--	168	102984	бТел
14:53:51	6.13	--	796	487948	бТел
14:53:46	6.13	--	162	99306	бТел
14:53:41	6.13	--	125	76625	бТел
14:53:36	6.13	--	875	536375	бРел
14:53:31	6.13	--	475	291175	бРел
14:53:27	6.13	--	141	86433	бРел
14:53:21	6.13	0.01	247	151411	бРел
14:53:16	6.12	-0.01	400	244800	бТел
14:53:11	6.13	0.01	369	226197	бРел
14:53:06	6.12	--	997	610164	бТел
14:53:01	6.12	-0.01	481	294372	бТел
14:52:56	6.13	--	124	76012	бРел
14:52:51	6.13	--	159	97467	бРел
14:52:46	6.13	--	40	24520	бРел
14:52:41	6.13	--	939	575607	бРел
14:52:36	6.13	0.01	980	600740	бРел
14:52:31	6.12	-0.01	210	128520	бТел
14:52:26	6.13	--	222	136086	бРел
14:52:21	6.13	0.01	114	69882	бРел
14:52:16	6.12	--	82	50184	бТел
14:52:11	6.12	--	115	70380	бТел
14:52:06	6.12	--	189	115668	бТел
14:52:01	6.12	--	65	39780	бТел
14:51:56	6.12	--	263	160956	бРел
14:51:51	6.12	--	710	434520	бРел
14:51:46	6.12	0.01	92	56304	бРел
14:51:41	6.11	-0.01	1397	853567	бТел
14:51:36	6.12	--	433	264996	бРел
14:51:31	6.12	--	255	156060	бРел
14:51:26	6.12	--	672	411264	бРел
14:51:21	6.12	0.01	299	182988	бРел
14:51:16	6.11	-0.01	24	14664	бТел
14:51:11	6.12	0.01	292	178704	бРел
14:51:06	6.11	-0.01	178	108758	бТел
14:51:01	6.12	--	20	12240	бРел
14:50:56	6.12	0.01	482	294984	бРел
14:50:51	6.11	--	492	300612	бТел
14:50:46	6.11	--	142	86762	бТел
14:50:41	6.11	--	410	250510	бТел
14:50:36	6.11	--	105	64155	бТел
14:50:31	6.11	--	180	109980	бТел
14:50:26	6.11	--	95	58045	бТел
14:50:21	6.11	--	558	340938	бРел
14:50:16	6.11	--	1317	804687	бРел
14:50:11	6.11	--	377	230347	бРел
14:50:06	6.11	0.01	1594	973934	бРел
14:50:01	6.1	-0.01	44	26840	бТел
14:49:56	6.11	--	798	487578	бРел
14:49:51	6.11	--	416	254176	бРел
14:49:45	6.11	0.01	287	175357	бРел
14:49:41	6.1	-0.01	407	248270	бТел
14:49:36	6.11	0.01	381	232791	бРел
14:49:30	6.1	-0.01	205	125049	бТел
14:49:26	6.11	0.01	232	141752	бРел
14:49:21	6.1	--	746	455060	бТел
14:49:15	6.1	-0.01	40	24400	бТел
14:49:11	6.11	0.01	267	163137	бРел
14:49:06	6.1	--	71	43310	бТел
14:49:00	6.1	-0.01	232	141520	бТел
14:48:56	6.11	0.01	855	522405	бРел
14:48:51	6.1	-0.01	741	452010	бТел
14:48:45	6.11	--	838	512018	бРел
14:48:41	6.11	0.01	417	254787	бРел
14:48:36	6.1	--	246	150060	бТел
14:48:30	6.1	--	330	201300	бТел
14:48:26	6.1	--	594	362340	бТел
14:48:20	6.1	-0.01	243	148230	бТел
14:48:15	6.11	0.01	125	76375	бРел
14:48:11	6.1	--	129	78690	бТел
14:48:06	6.1	--	161	98210	бТел
14:48:00	6.1	--	73	44530	бТел
14:47:56	6.1	--	4	2440	бТел
14:47:51	6.1	--	701	427610	бТел
14:47:45	6.1	--	296	180560	бТел
14:47:41	6.1	-0.01	1557	949898	бТел
14:47:36	6.11	--	1209	738699	бРел
14:47:30	6.11	--	2293	1401023	бРел
14:47:25	6.11	0.01	464	283504	бРел
14:47:20	6.1	--	775	472750	бТел
14:47:15	6.1	--	1385	844850	бТел
14:47:10	6.1	--	163	99430	бТел
14:47:05	6.1	--	635	387350	бТел
14:47:00	6.1	-0.01	2536	1546960	бТел
14:46:55	6.11	--	111	67821	бРел
14:46:51	6.11	0.01	127	77597	бРел
14:46:45	6.1	-0.01	274	167140	бТел
14:46:40	6.11	--	1313	802243	бРел
14:46:35	6.11	--	146	89206	бРел
14:46:30	6.11	0.01	433	264563	бРел
14:46:20	6.1	-0.01	2336	1424960	бТел
14:46:15	6.11	0.01	212	129532	бРел
14:46:10	6.1	-0.01	315	192150	бТел
14:46:05	6.11	0.01	826	504686	бРел
14:46:00	6.1	-0.01	363	221430	бТел
14:45:55	6.11	--	622	380640	бРел
14:45:50	6.11	--	163	99593	бРел
14:45:45	6.11	--	358	218738	бРел
14:45:40	6.11	--	72	43992	бРел
14:45:35	6.11	--	266	162526	бРел
14:45:30	6.11	-0.01	5999	3665389	бТел
14:45:25	6.12	--	122	74664	бРел
14:45:20	6.12	--	274	167688	бТел
14:45:15	6.12	--	255	156060	бРел
14:45:10	6.12	--	71	43452	бРел
14:45:05	6.12	--	7086	4336632	бТел
14:45:00	6.12	--	562	343944	бРел
14:44:55	6.12	0.01	671	410652	бРел
14:44:50	6.11	--	381	232791	бТел
14:44:45	6.11	-0.01	1460	892060	бТел
14:44:40	6.12	0.01	77	47124	бРел
14:44:35	6.11	-0.01	44	26884	бТел
14:44:30	6.12	--	434	265608	бТел
14:44:25	6.12	-0.01	5	3060	бТел
14:44:20	6.13	0.01	72	44136	бРел
14:44:15	6.12	--	130	79560	бТел
14:44:10	6.12	--	24	14688	бТел
14:44:05	6.12	--	301	184212	бТел
14:44:00	6.12	--	504	308448	бРел
14:43:55	6.12	--	862	527544	бТел
14:43:50	6.12	-0.01	424	259488	бТел
14:43:45	6.13	0.01	357	218841	бРел
14:43:39	6.12	-0.01	4	2448	бТел
14:43:35	6.13	0.01	637	390481	бРел
14:43:30	6.12	--	44	26928	бТел
14:43:25	6.12	--	7	4284	бТел
14:43:20	6.12	--	1089	666468	бТел
14:43:15	6.12	--	62	37944	бТел
14:43:09	6.12	--	157	96084	бРел
14:43:05	6.12	--	138	84456	бТел
